stratum,population_pct,variance,proportional_n,optimal_n,difference,pct_change
Urban,56.00000000000001,0.06458423636279467,5600,5511,-89,-1.5892857142857142
Rural,44.0,0.06940255589891446,4400,4489,89,2.0227272727272725
