stratum,population_pct,variance,proportional_n,optimal_n,difference,pct_change
Urban,56.00000000000001,0.034112835504845916,5600,5463,-137,-2.446428571428571
Rural,44.0,0.03810106280650489,4400,4537,137,3.1136363636363638
