stratum,population_pct,variance,proportional_n,optimal_n,difference,pct_change
Urban,56.00000000000001,0.034112835504845916,2800,2732,-68,-2.4285714285714284
Rural,44.0,0.03810106280650489,2200,2268,68,3.090909090909091
