stratum,population_pct,variance,proportional_n,optimal_n,difference,pct_change
26-35,22.0,0.02874516441903638,550,465,-85,-15.454545454545453
36-45,20.0,0.03746742118778193,500,482,-18,-3.5999999999999996
18-25,18.0,0.026911774110671537,450,368,-82,-18.22222222222222
46-55,17.0,0.030216346157536846,425,368,-57,-13.411764705882353
56-65,13.0,0.042641104189020854,325,334,9,2.769230769230769
65+,10.0,0.15010141093474427,250,483,233,93.2
