stratum,population_pct,variance,proportional_n,optimal_n,difference,pct_change
Male,50.5,0.06393076892843508,2525,2509,-16,-0.6336633663366337
Female,49.5,0.06553709809535219,2475,2491,16,0.6464646464646464
