stratum,population_pct,variance,proportional_n,optimal_n,difference,pct_change
26-35,22.0,0.03107796977557555,2200,1857,-343,-15.590909090909092
36-45,20.0,0.035733507065970234,2000,1810,-190,-9.5
18-25,18.0,0.03346421940784696,1800,1576,-224,-12.444444444444445
46-55,17.0,0.047897828674296136,1700,1781,81,4.764705882352941
56-65,13.0,0.06458575146846753,1300,1581,281,21.615384615384613
65+,10.0,0.08498677248677249,1000,1395,395,39.5
