stratum,population_pct,variance,proportional_n,optimal_n,difference,pct_change
Male,50.5,0.06393076892843508,5050,5019,-31,-0.6138613861386139
Female,49.5,0.06553709809535219,4950,4981,31,0.6262626262626263
