stratum,population_pct,variance,proportional_n,optimal_n,difference,pct_change
26-35,22.0,0.06475514803820173,1100,1063,-37,-3.3636363636363638
36-45,20.0,0.06842781455590123,1000,993,-7,-0.7000000000000001
18-25,18.0,0.06301851952460016,900,857,-43,-4.777777777777778
46-55,17.0,0.07210079163339894,850,866,16,1.8823529411764703
56-65,13.0,0.07694499760740729,650,684,34,5.230769230769231
65+,10.0,0.08021810365560367,500,537,37,7.3999999999999995
