participant_id,country,gender,age,age_group,religion,environment,year,wave,survey
113,Argentina,Female,60.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
114,Argentina,Female,59.0,56-65,Other,Urban,1991,2,WVS_Wave_2
115,Argentina,Female,78.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
116,Argentina,Male,26.0,26-35,Other,Urban,1991,2,WVS_Wave_2
117,Argentina,Female,33.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
118,Argentina,Female,61.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
119,Argentina,Female,40.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
120,Argentina,Female,26.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
121,Argentina,Female,32.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
122,Argentina,Male,56.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
123,Argentina,Female,56.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
124,Argentina,Female,45.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
125,Argentina,Male,80.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
126,Argentina,Male,53.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
127,Argentina,Female,21.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
128,Argentina,Female,54.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
129,Argentina,Female,47.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
130,Argentina,Male,25.0,18-25,Unaffiliated,Urban,1991,2,WVS_Wave_2
131,Argentina,Female,51.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
132,Argentina,Male,57.0,56-65,Unaffiliated,Urban,1991,2,WVS_Wave_2
133,Argentina,Male,62.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
134,Argentina,Female,26.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
135,Argentina,Female,33.0,26-35,Unaffiliated,Urban,1991,2,WVS_Wave_2
136,Argentina,Female,37.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
137,Argentina,Male,69.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
138,Argentina,Female,65.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
139,Argentina,Female,60.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
140,Argentina,Male,34.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
141,Argentina,Male,30.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
142,Argentina,Female,52.0,46-55,Other,Urban,1991,2,WVS_Wave_2
143,Argentina,Female,48.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
144,Argentina,Female,46.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
145,Argentina,Female,50.0,46-55,Unaffiliated,Urban,1991,2,WVS_Wave_2
146,Argentina,Female,20.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
147,Argentina,Male,45.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
148,Argentina,Male,23.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
149,Argentina,Male,25.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
150,Argentina,Male,18.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
151,Argentina,Male,26.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
152,Argentina,Female,52.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
153,Argentina,Female,53.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
154,Argentina,Female,31.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
155,Argentina,Male,18.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
156,Argentina,Male,18.0,18-25,Unaffiliated,Urban,1991,2,WVS_Wave_2
157,Argentina,Female,40.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
158,Argentina,Male,53.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
159,Argentina,Female,53.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
160,Argentina,Female,20.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
161,Argentina,Male,44.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
162,Argentina,Male,56.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
163,Argentina,Male,30.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
164,Argentina,Male,55.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
165,Argentina,Female,45.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
166,Argentina,Female,70.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
167,Argentina,Female,22.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
168,Argentina,Female,21.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
169,Argentina,Male,63.0,56-65,Unaffiliated,Urban,1991,2,WVS_Wave_2
170,Argentina,Male,38.0,36-45,Unaffiliated,Urban,1991,2,WVS_Wave_2
171,Argentina,Male,37.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
172,Argentina,Female,48.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
173,Argentina,Female,46.0,46-55,Unaffiliated,Urban,1991,2,WVS_Wave_2
174,Argentina,Female,36.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
175,Argentina,Male,40.0,36-45,Islam,Urban,1991,2,WVS_Wave_2
176,Argentina,Male,24.0,18-25,Unaffiliated,Urban,1991,2,WVS_Wave_2
177,Argentina,Male,27.0,26-35,Unaffiliated,Urban,1991,2,WVS_Wave_2
178,Argentina,Female,35.0,26-35,Other,Urban,1991,2,WVS_Wave_2
179,Argentina,Female,32.0,26-35,Unaffiliated,Urban,1991,2,WVS_Wave_2
180,Argentina,Female,32.0,26-35,Other,Urban,1991,2,WVS_Wave_2
181,Argentina,Female,21.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
182,Argentina,Male,40.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
183,Argentina,Male,42.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
184,Argentina,Female,61.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
185,Argentina,Male,70.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
186,Argentina,Female,44.0,36-45,Unaffiliated,Urban,1991,2,WVS_Wave_2
187,Argentina,Female,36.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
188,Argentina,Male,21.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
189,Argentina,Female,31.0,26-35,Unaffiliated,Urban,1991,2,WVS_Wave_2
190,Argentina,Female,27.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
191,Argentina,Male,18.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
192,Argentina,Male,61.0,56-65,Unaffiliated,Urban,1991,2,WVS_Wave_2
193,Argentina,Male,53.0,46-55,Other,Urban,1991,2,WVS_Wave_2
194,Argentina,Female,28.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
195,Argentina,Male,18.0,18-25,Unaffiliated,Urban,1991,2,WVS_Wave_2
196,Argentina,Female,50.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
197,Argentina,Male,29.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
198,Argentina,Female,42.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
199,Argentina,Male,52.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
200,Argentina,Male,22.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
201,Argentina,Female,29.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
202,Argentina,Female,65.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
203,Argentina,Male,36.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
204,Argentina,Female,47.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
205,Argentina,Male,24.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
206,Argentina,Female,24.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
207,Argentina,Female,23.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
208,Argentina,Female,47.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
209,Argentina,Male,33.0,26-35,Unaffiliated,Urban,1991,2,WVS_Wave_2
210,Argentina,Male,40.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
211,Argentina,Female,71.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
212,Argentina,Male,41.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
213,Argentina,Male,33.0,26-35,Other,Urban,1991,2,WVS_Wave_2
214,Argentina,Female,21.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
215,Argentina,Female,20.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
216,Argentina,Female,18.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
217,Argentina,Male,19.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
218,Argentina,Female,54.0,46-55,Unaffiliated,Urban,1991,2,WVS_Wave_2
219,Argentina,Male,45.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
220,Argentina,Male,31.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
221,Argentina,Female,26.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
222,Argentina,Male,71.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
223,Argentina,Female,58.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
224,Argentina,Female,77.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
225,Argentina,Female,27.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
226,Argentina,Female,55.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
227,Argentina,Female,48.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
228,Argentina,Female,26.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
229,Argentina,Female,39.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
230,Argentina,Female,42.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
231,Argentina,Male,31.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
232,Argentina,Female,29.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
233,Argentina,Male,30.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
234,Argentina,Female,47.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
235,Argentina,Male,70.0,66+,Unaffiliated,Urban,1991,2,WVS_Wave_2
236,Argentina,Female,49.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
237,Argentina,Male,20.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
238,Argentina,Female,50.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
239,Argentina,Male,63.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
240,Argentina,Female,20.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
241,Argentina,Female,18.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
242,Argentina,Female,34.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
243,Argentina,Male,38.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
244,Argentina,Male,70.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
245,Argentina,Female,20.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
246,Argentina,Male,68.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
247,Argentina,Female,62.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
248,Argentina,Female,23.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
249,Argentina,Female,35.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
250,Argentina,Female,62.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
251,Argentina,Female,58.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
252,Argentina,Male,52.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
253,Argentina,Female,61.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
254,Argentina,Male,64.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
255,Argentina,Male,46.0,46-55,Unaffiliated,Urban,1991,2,WVS_Wave_2
256,Argentina,Male,47.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
257,Argentina,Male,36.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
258,Argentina,Female,42.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
259,Argentina,Female,79.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
260,Argentina,Female,49.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
261,Argentina,Female,24.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
262,Argentina,Female,30.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
263,Argentina,Female,27.0,26-35,Other,Urban,1991,2,WVS_Wave_2
264,Argentina,Female,20.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
265,Argentina,Female,18.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
266,Argentina,Female,62.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
267,Argentina,Female,26.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
268,Argentina,Male,57.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
269,Argentina,Male,25.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
270,Argentina,Female,36.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
271,Argentina,Female,25.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
272,Argentina,Female,20.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
273,Argentina,Female,39.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
274,Argentina,Female,18.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
275,Argentina,Female,25.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
276,Argentina,Male,20.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
277,Argentina,Male,71.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
278,Argentina,Female,27.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
279,Argentina,Female,45.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
280,Argentina,Male,50.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
281,Argentina,Female,62.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
282,Argentina,Female,46.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
283,Argentina,Female,22.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
284,Argentina,Female,25.0,18-25,Unaffiliated,Urban,1991,2,WVS_Wave_2
285,Argentina,Female,73.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
286,Argentina,Female,57.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
287,Argentina,Male,57.0,56-65,Unaffiliated,Urban,1991,2,WVS_Wave_2
288,Argentina,Male,63.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
289,Argentina,Male,24.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
290,Argentina,Female,42.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
291,Argentina,Female,29.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
292,Argentina,Female,31.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
293,Argentina,Male,42.0,36-45,Unaffiliated,Urban,1991,2,WVS_Wave_2
294,Argentina,Male,38.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
295,Argentina,Male,64.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
296,Argentina,Female,50.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
297,Argentina,Male,19.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
298,Argentina,Male,29.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
299,Argentina,Female,68.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
300,Argentina,Female,53.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
301,Argentina,Male,48.0,46-55,Other,Urban,1991,2,WVS_Wave_2
302,Argentina,Female,29.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
303,Argentina,Female,26.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
304,Argentina,Female,28.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
305,Argentina,Male,66.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
306,Argentina,Female,61.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
307,Argentina,Female,45.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
308,Argentina,Male,43.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
309,Argentina,Female,44.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
310,Argentina,Female,63.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
311,Argentina,Female,31.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
312,Argentina,Female,47.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
313,Argentina,Male,72.0,66+,Other,Urban,1991,2,WVS_Wave_2
314,Argentina,Male,50.0,46-55,Christianity,Urban,1991,2,WVS_Wave_2
315,Argentina,Male,60.0,56-65,Other,Urban,1991,2,WVS_Wave_2
316,Argentina,Male,37.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
317,Argentina,Female,24.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
318,Argentina,Female,34.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
319,Argentina,Female,29.0,26-35,Christianity,Urban,1991,2,WVS_Wave_2
320,Argentina,Male,25.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
321,Argentina,Male,20.0,18-25,Unaffiliated,Urban,1991,2,WVS_Wave_2
322,Argentina,Male,24.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
323,Argentina,Female,65.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
324,Argentina,Female,59.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
325,Argentina,Male,23.0,18-25,Christianity,Urban,1991,2,WVS_Wave_2
326,Argentina,Male,43.0,36-45,Unaffiliated,Urban,1991,2,WVS_Wave_2
327,Argentina,Female,62.0,56-65,Christianity,Urban,1991,2,WVS_Wave_2
328,Argentina,Female,36.0,36-45,Christianity,Urban,1991,2,WVS_Wave_2
329,Argentina,Male,66.0,66+,Christianity,Urban,1991,2,WVS_Wave_2
330,Argentina,Male,45.0,36-45,Unaffiliated,Urban,1991,2,WVS_Wave_2
