participant_id,country,gender,age,age_group,religion,environment,year,wave,survey
13696,Colombia,Female,32.0,26-35,Christianity,,1997,3,WVS_Wave_3
13697,Colombia,Female,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
13698,Colombia,Female,22.0,18-25,Other,,1997,3,WVS_Wave_3
13699,Colombia,Female,32.0,26-35,Christianity,,1997,3,WVS_Wave_3
13700,Colombia,Female,28.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
13701,Colombia,Female,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
13702,Colombia,Female,48.0,46-55,Christianity,,1997,3,WVS_Wave_3
13703,Colombia,Male,17.0,Under 18,Other,,1997,3,WVS_Wave_3
13704,Colombia,Male,28.0,26-35,Christianity,,1997,3,WVS_Wave_3
13705,Colombia,Male,46.0,46-55,Christianity,,1997,3,WVS_Wave_3
13706,Colombia,Female,55.0,46-55,Christianity,,1997,3,WVS_Wave_3
13707,Colombia,Female,21.0,18-25,Other,,1997,3,WVS_Wave_3
13708,Colombia,Male,28.0,26-35,Christianity,,1997,3,WVS_Wave_3
13709,Colombia,Female,39.0,36-45,Unaffiliated,,1997,3,WVS_Wave_3
13710,Colombia,Female,29.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
13711,Colombia,Female,61.0,56-65,Christianity,,1997,3,WVS_Wave_3
13712,Colombia,Female,39.0,36-45,Unaffiliated,,1997,3,WVS_Wave_3
13713,Colombia,Male,43.0,36-45,Unaffiliated,,1997,3,WVS_Wave_3
13714,Colombia,Male,39.0,36-45,Unaffiliated,,1997,3,WVS_Wave_3
13715,Colombia,Female,47.0,46-55,Christianity,,1997,3,WVS_Wave_3
13716,Colombia,Male,48.0,46-55,Christianity,,1997,3,WVS_Wave_3
13717,Colombia,Female,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
13718,Colombia,Male,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
13719,Colombia,Male,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
13720,Colombia,Male,25.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13721,Colombia,Male,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13722,Colombia,Male,25.0,18-25,Christianity,,1997,3,WVS_Wave_3
13723,Colombia,Female,41.0,36-45,Christianity,,1997,3,WVS_Wave_3
13724,Colombia,Female,36.0,36-45,Christianity,,1997,3,WVS_Wave_3
13725,Colombia,Female,19.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13726,Colombia,Female,53.0,46-55,Christianity,,1997,3,WVS_Wave_3
13727,Colombia,Female,32.0,26-35,Christianity,,1997,3,WVS_Wave_3
13728,Colombia,Female,31.0,26-35,Christianity,,1997,3,WVS_Wave_3
13729,Colombia,Male,62.0,56-65,Christianity,,1997,3,WVS_Wave_3
13730,Colombia,Male,37.0,36-45,Christianity,,1997,3,WVS_Wave_3
13731,Colombia,Female,51.0,46-55,Christianity,,1997,3,WVS_Wave_3
13732,Colombia,Female,34.0,26-35,Christianity,,1997,3,WVS_Wave_3
13733,Colombia,Male,33.0,26-35,Christianity,,1997,3,WVS_Wave_3
13734,Colombia,Female,27.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
13735,Colombia,Female,45.0,36-45,Christianity,,1997,3,WVS_Wave_3
13736,Colombia,Female,39.0,36-45,Christianity,,1997,3,WVS_Wave_3
13737,Colombia,Male,66.0,66+,Christianity,,1997,3,WVS_Wave_3
13738,Colombia,Male,24.0,18-25,Christianity,,1997,3,WVS_Wave_3
13739,Colombia,Male,19.0,18-25,Christianity,,1997,3,WVS_Wave_3
13740,Colombia,Male,44.0,36-45,Christianity,,1997,3,WVS_Wave_3
13741,Colombia,Male,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
13742,Colombia,Male,43.0,36-45,Other,,1997,3,WVS_Wave_3
13743,Colombia,Male,44.0,36-45,Christianity,,1997,3,WVS_Wave_3
13744,Colombia,Male,34.0,26-35,Christianity,,1997,3,WVS_Wave_3
13745,Colombia,Male,18.0,18-25,Christianity,,1997,3,WVS_Wave_3
13746,Colombia,Male,22.0,18-25,Christianity,,1997,3,WVS_Wave_3
13747,Colombia,Male,63.0,56-65,Christianity,,1997,3,WVS_Wave_3
13748,Colombia,Male,51.0,46-55,Christianity,,1997,3,WVS_Wave_3
13749,Colombia,Male,20.0,18-25,Christianity,,1997,3,WVS_Wave_3
13750,Colombia,Male,48.0,46-55,Christianity,,1997,3,WVS_Wave_3
13751,Colombia,Male,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
13752,Colombia,Male,50.0,46-55,Christianity,,1997,3,WVS_Wave_3
13753,Colombia,Male,35.0,26-35,Christianity,,1997,3,WVS_Wave_3
13754,Colombia,Male,21.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13755,Colombia,Male,25.0,18-25,Christianity,,1997,3,WVS_Wave_3
13756,Colombia,Male,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13757,Colombia,Male,20.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13758,Colombia,Male,46.0,46-55,Christianity,,1997,3,WVS_Wave_3
13759,Colombia,Male,61.0,56-65,Christianity,,1997,3,WVS_Wave_3
13760,Colombia,Male,65.0,56-65,Christianity,,1997,3,WVS_Wave_3
13761,Colombia,Male,17.0,Under 18,Christianity,,1997,3,WVS_Wave_3
13762,Colombia,Male,26.0,26-35,Christianity,,1997,3,WVS_Wave_3
13763,Colombia,Female,33.0,26-35,Christianity,,1997,3,WVS_Wave_3
13764,Colombia,Female,22.0,18-25,Christianity,,1997,3,WVS_Wave_3
13765,Colombia,Female,33.0,26-35,Christianity,,1997,3,WVS_Wave_3
13766,Colombia,Female,21.0,18-25,Christianity,,1997,3,WVS_Wave_3
13767,Colombia,Female,30.0,26-35,Christianity,,1997,3,WVS_Wave_3
13768,Colombia,Female,21.0,18-25,Christianity,,1997,3,WVS_Wave_3
13769,Colombia,Female,56.0,56-65,Christianity,,1997,3,WVS_Wave_3
13770,Colombia,Female,34.0,26-35,Christianity,,1997,3,WVS_Wave_3
13771,Colombia,Female,42.0,36-45,Christianity,,1997,3,WVS_Wave_3
13772,Colombia,Female,34.0,26-35,Christianity,,1997,3,WVS_Wave_3
13773,Colombia,Female,24.0,18-25,Christianity,,1997,3,WVS_Wave_3
13774,Colombia,Female,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13775,Colombia,Female,25.0,18-25,Christianity,,1997,3,WVS_Wave_3
13776,Colombia,Female,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
13777,Colombia,Female,18.0,18-25,Christianity,,1997,3,WVS_Wave_3
13778,Colombia,Female,32.0,26-35,Christianity,,1997,3,WVS_Wave_3
13779,Colombia,Female,20.0,18-25,Christianity,,1997,3,WVS_Wave_3
13780,Colombia,Female,24.0,18-25,Christianity,,1997,3,WVS_Wave_3
13781,Colombia,Female,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
13782,Colombia,Female,35.0,26-35,Christianity,,1997,3,WVS_Wave_3
13783,Colombia,Female,22.0,18-25,Christianity,,1997,3,WVS_Wave_3
13784,Colombia,Female,38.0,36-45,Christianity,,1997,3,WVS_Wave_3
13785,Colombia,Female,39.0,36-45,Christianity,,1997,3,WVS_Wave_3
13786,Colombia,Female,30.0,26-35,Christianity,,1997,3,WVS_Wave_3
13787,Colombia,Female,25.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13788,Colombia,Female,46.0,46-55,Christianity,,1997,3,WVS_Wave_3
13789,Colombia,Female,47.0,46-55,Christianity,,1997,3,WVS_Wave_3
13790,Colombia,Female,39.0,36-45,Christianity,,1997,3,WVS_Wave_3
13791,Colombia,Female,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13792,Colombia,Female,34.0,26-35,Christianity,,1997,3,WVS_Wave_3
13793,Colombia,Female,41.0,36-45,Christianity,,1997,3,WVS_Wave_3
13794,Colombia,Male,19.0,18-25,Christianity,,1997,3,WVS_Wave_3
13795,Colombia,Male,24.0,18-25,Christianity,,1997,3,WVS_Wave_3
13796,Colombia,Male,19.0,18-25,Christianity,,1997,3,WVS_Wave_3
13797,Colombia,Male,42.0,36-45,Christianity,,1997,3,WVS_Wave_3
13798,Colombia,Male,41.0,36-45,Christianity,,1997,3,WVS_Wave_3
13799,Colombia,Male,42.0,36-45,Unaffiliated,,1997,3,WVS_Wave_3
13800,Colombia,Male,30.0,26-35,Christianity,,1997,3,WVS_Wave_3
13801,Colombia,Male,50.0,46-55,Unaffiliated,,1997,3,WVS_Wave_3
13802,Colombia,Male,42.0,36-45,Christianity,,1997,3,WVS_Wave_3
13803,Colombia,Male,20.0,18-25,Christianity,,1997,3,WVS_Wave_3
13804,Colombia,Female,21.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13805,Colombia,Female,28.0,26-35,Christianity,,1997,3,WVS_Wave_3
13806,Colombia,Female,59.0,56-65,Christianity,,1997,3,WVS_Wave_3
13807,Colombia,Female,20.0,18-25,Christianity,,1997,3,WVS_Wave_3
13808,Colombia,Female,54.0,46-55,Christianity,,1997,3,WVS_Wave_3
13809,Colombia,Male,35.0,26-35,Christianity,,1997,3,WVS_Wave_3
13810,Colombia,Male,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
13811,Colombia,Female,30.0,26-35,Christianity,,1997,3,WVS_Wave_3
13812,Colombia,Female,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13813,Colombia,Female,51.0,46-55,Christianity,,1997,3,WVS_Wave_3
13814,Colombia,Female,31.0,26-35,Christianity,,1997,3,WVS_Wave_3
13815,Colombia,Male,26.0,26-35,Christianity,,1997,3,WVS_Wave_3
13816,Colombia,Female,18.0,18-25,Christianity,,1997,3,WVS_Wave_3
13817,Colombia,Male,41.0,36-45,Christianity,,1997,3,WVS_Wave_3
13818,Colombia,Female,17.0,Under 18,Unaffiliated,,1997,3,WVS_Wave_3
13819,Colombia,Female,55.0,46-55,Christianity,,1997,3,WVS_Wave_3
13820,Colombia,Male,34.0,26-35,Christianity,,1997,3,WVS_Wave_3
13821,Colombia,Male,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
13822,Colombia,Male,31.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
13823,Colombia,Male,17.0,Under 18,Unaffiliated,,1997,3,WVS_Wave_3
13824,Colombia,Male,17.0,Under 18,Christianity,,1997,3,WVS_Wave_3
13825,Colombia,Male,26.0,26-35,Christianity,,1997,3,WVS_Wave_3
13826,Colombia,Female,38.0,36-45,Christianity,,1997,3,WVS_Wave_3
13827,Colombia,Male,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
13828,Colombia,Female,17.0,Under 18,Christianity,,1997,3,WVS_Wave_3
13829,Colombia,Male,21.0,18-25,Christianity,,1997,3,WVS_Wave_3
13830,Colombia,Male,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
13831,Colombia,Female,32.0,26-35,Christianity,,1997,3,WVS_Wave_3
13832,Colombia,Female,22.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13833,Colombia,Male,18.0,18-25,Christianity,,1997,3,WVS_Wave_3
13834,Colombia,Male,28.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
13835,Colombia,Male,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13836,Colombia,Male,17.0,Under 18,Christianity,,1997,3,WVS_Wave_3
13837,Colombia,Male,44.0,36-45,Christianity,,1997,3,WVS_Wave_3
13838,Colombia,Female,47.0,46-55,Christianity,,1997,3,WVS_Wave_3
13839,Colombia,Male,19.0,18-25,Christianity,,1997,3,WVS_Wave_3
13840,Colombia,Female,42.0,36-45,Christianity,,1997,3,WVS_Wave_3
13841,Colombia,Female,32.0,26-35,Christianity,,1997,3,WVS_Wave_3
13842,Colombia,Female,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13843,Colombia,Female,19.0,18-25,Christianity,,1997,3,WVS_Wave_3
13844,Colombia,Male,32.0,26-35,Christianity,,1997,3,WVS_Wave_3
13845,Colombia,Male,35.0,26-35,Christianity,,1997,3,WVS_Wave_3
13846,Colombia,Female,59.0,56-65,Christianity,,1997,3,WVS_Wave_3
13847,Colombia,Female,43.0,36-45,Other,,1997,3,WVS_Wave_3
13848,Colombia,Female,42.0,36-45,Christianity,,1997,3,WVS_Wave_3
13849,Colombia,Female,44.0,36-45,Christianity,,1997,3,WVS_Wave_3
13850,Colombia,Female,39.0,36-45,Christianity,,1997,3,WVS_Wave_3
13851,Colombia,Female,37.0,36-45,Christianity,,1997,3,WVS_Wave_3
13852,Colombia,Female,52.0,46-55,Other,,1997,3,WVS_Wave_3
13853,Colombia,Female,64.0,56-65,Christianity,,1997,3,WVS_Wave_3
13854,Colombia,Male,19.0,18-25,Christianity,,1997,3,WVS_Wave_3
13855,Colombia,Female,25.0,18-25,Christianity,,1997,3,WVS_Wave_3
13856,Colombia,Male,19.0,18-25,Christianity,,1997,3,WVS_Wave_3
13857,Colombia,Male,57.0,56-65,Other,,1997,3,WVS_Wave_3
13858,Colombia,Male,51.0,46-55,Christianity,,1997,3,WVS_Wave_3
13859,Colombia,Female,46.0,46-55,Christianity,,1997,3,WVS_Wave_3
13860,Colombia,Female,21.0,18-25,Christianity,,1997,3,WVS_Wave_3
13861,Colombia,Female,43.0,36-45,Christianity,,1997,3,WVS_Wave_3
13862,Colombia,Male,40.0,36-45,Christianity,,1997,3,WVS_Wave_3
13863,Colombia,Male,31.0,26-35,Christianity,,1997,3,WVS_Wave_3
13864,Colombia,Female,40.0,36-45,Christianity,,1997,3,WVS_Wave_3
13865,Colombia,Male,61.0,56-65,Christianity,,1997,3,WVS_Wave_3
13866,Colombia,Male,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
13867,Colombia,Male,41.0,36-45,Christianity,,1997,3,WVS_Wave_3
13868,Colombia,Male,50.0,46-55,Christianity,,1997,3,WVS_Wave_3
13869,Colombia,Male,22.0,18-25,Christianity,,1997,3,WVS_Wave_3
13870,Colombia,Male,20.0,18-25,Other,,1997,3,WVS_Wave_3
13871,Colombia,Female,36.0,36-45,Christianity,,1997,3,WVS_Wave_3
13872,Colombia,Male,55.0,46-55,Unaffiliated,,1997,3,WVS_Wave_3
13873,Colombia,Female,60.0,56-65,Christianity,,1997,3,WVS_Wave_3
13874,Colombia,Female,40.0,36-45,Christianity,,1997,3,WVS_Wave_3
13875,Colombia,Female,22.0,18-25,Christianity,,1997,3,WVS_Wave_3
13876,Colombia,Female,48.0,46-55,Christianity,,1997,3,WVS_Wave_3
13877,Colombia,Male,39.0,36-45,Christianity,,1997,3,WVS_Wave_3
13878,Colombia,Male,32.0,26-35,Other,,1997,3,WVS_Wave_3
13879,Colombia,Male,45.0,36-45,Christianity,,1997,3,WVS_Wave_3
13880,Colombia,Female,60.0,56-65,Christianity,,1997,3,WVS_Wave_3
13881,Colombia,Female,41.0,36-45,Christianity,,1997,3,WVS_Wave_3
13882,Colombia,Male,34.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
13883,Colombia,Male,51.0,46-55,Christianity,,1997,3,WVS_Wave_3
13884,Colombia,Male,57.0,56-65,Christianity,,1997,3,WVS_Wave_3
13885,Colombia,Female,36.0,36-45,Other,,1997,3,WVS_Wave_3
13886,Colombia,Female,31.0,26-35,Christianity,,1997,3,WVS_Wave_3
13887,Colombia,Female,25.0,18-25,Christianity,,1997,3,WVS_Wave_3
13888,Colombia,Female,48.0,46-55,Christianity,,1997,3,WVS_Wave_3
13889,Colombia,Female,46.0,46-55,Christianity,,1997,3,WVS_Wave_3
13890,Colombia,Female,63.0,56-65,Christianity,,1997,3,WVS_Wave_3
13891,Colombia,Female,28.0,26-35,Christianity,,1997,3,WVS_Wave_3
13892,Colombia,Male,47.0,46-55,Christianity,,1997,3,WVS_Wave_3
13893,Colombia,Male,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13894,Colombia,Female,40.0,36-45,Christianity,,1997,3,WVS_Wave_3
13895,Colombia,Male,34.0,26-35,Christianity,,1997,3,WVS_Wave_3
13896,Colombia,Male,17.0,Under 18,Christianity,,1997,3,WVS_Wave_3
13897,Colombia,Male,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
13898,Colombia,Male,25.0,18-25,Christianity,,1997,3,WVS_Wave_3
13899,Colombia,Male,64.0,56-65,Christianity,,1997,3,WVS_Wave_3
13900,Colombia,Female,39.0,36-45,Christianity,,1997,3,WVS_Wave_3
13901,Colombia,Male,40.0,36-45,Christianity,,1997,3,WVS_Wave_3
13902,Colombia,Male,60.0,56-65,Christianity,,1997,3,WVS_Wave_3
13903,Colombia,Female,46.0,46-55,Christianity,,1997,3,WVS_Wave_3
13904,Colombia,Male,37.0,36-45,Christianity,,1997,3,WVS_Wave_3
13905,Colombia,Male,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
13906,Colombia,Female,19.0,18-25,Christianity,,1997,3,WVS_Wave_3
13907,Colombia,Female,36.0,36-45,Christianity,,1997,3,WVS_Wave_3
13908,Colombia,Female,26.0,26-35,Christianity,,1997,3,WVS_Wave_3
13909,Colombia,Male,24.0,18-25,Christianity,,1997,3,WVS_Wave_3
13910,Colombia,Male,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
13911,Colombia,Female,21.0,18-25,Christianity,,1997,3,WVS_Wave_3
13912,Colombia,Male,20.0,18-25,Christianity,,1997,3,WVS_Wave_3
13913,Colombia,Female,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
13914,Colombia,Male,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
13915,Colombia,Female,37.0,36-45,Christianity,,1997,3,WVS_Wave_3
13916,Colombia,Male,33.0,26-35,Christianity,,1997,3,WVS_Wave_3
13917,Colombia,Male,21.0,18-25,Christianity,,1997,3,WVS_Wave_3
13918,Colombia,Female,17.0,Under 18,Christianity,,1997,3,WVS_Wave_3
13919,Colombia,Male,22.0,18-25,Christianity,,1997,3,WVS_Wave_3
13920,Colombia,Female,59.0,56-65,Christianity,,1997,3,WVS_Wave_3
13921,Colombia,Female,31.0,26-35,Christianity,,1997,3,WVS_Wave_3
13922,Colombia,Male,56.0,56-65,Christianity,,1997,3,WVS_Wave_3
13923,Colombia,Male,33.0,26-35,Christianity,,1997,3,WVS_Wave_3
13924,Colombia,Male,44.0,36-45,Christianity,,1997,3,WVS_Wave_3
13925,Colombia,Male,31.0,26-35,Christianity,,1997,3,WVS_Wave_3
13926,Colombia,Female,33.0,26-35,Christianity,,1997,3,WVS_Wave_3
13927,Colombia,Female,31.0,26-35,Christianity,,1997,3,WVS_Wave_3
13928,Colombia,Female,18.0,18-25,Christianity,,1997,3,WVS_Wave_3
13929,Colombia,Male,40.0,36-45,Christianity,,1997,3,WVS_Wave_3
13930,Colombia,Male,30.0,26-35,Christianity,,1997,3,WVS_Wave_3
13931,Colombia,Female,55.0,46-55,Christianity,,1997,3,WVS_Wave_3
13932,Colombia,Male,63.0,56-65,Christianity,,1997,3,WVS_Wave_3
13933,Colombia,Male,60.0,56-65,Christianity,,1997,3,WVS_Wave_3
13934,Colombia,Male,46.0,46-55,Christianity,,1997,3,WVS_Wave_3
13935,Colombia,Female,50.0,46-55,Christianity,,1997,3,WVS_Wave_3
13936,Colombia,Female,37.0,36-45,Christianity,,1997,3,WVS_Wave_3
13937,Colombia,Male,25.0,18-25,Christianity,,1997,3,WVS_Wave_3
13938,Colombia,Male,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13939,Colombia,Female,49.0,46-55,Christianity,,1997,3,WVS_Wave_3
13940,Colombia,Male,41.0,36-45,Christianity,,1997,3,WVS_Wave_3
13941,Colombia,Female,64.0,56-65,Christianity,,1997,3,WVS_Wave_3
13942,Colombia,Male,65.0,56-65,Christianity,,1997,3,WVS_Wave_3
13943,Colombia,Male,58.0,56-65,Christianity,,1997,3,WVS_Wave_3
13944,Colombia,Female,26.0,26-35,Christianity,,1997,3,WVS_Wave_3
13945,Colombia,Male,35.0,26-35,Christianity,,1997,3,WVS_Wave_3
13946,Colombia,Female,32.0,26-35,Christianity,,1997,3,WVS_Wave_3
13947,Colombia,Female,52.0,46-55,Christianity,,1997,3,WVS_Wave_3
13948,Colombia,Female,41.0,36-45,Christianity,,1997,3,WVS_Wave_3
13949,Colombia,Male,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13950,Colombia,Female,36.0,36-45,Christianity,,1997,3,WVS_Wave_3
13951,Colombia,Female,54.0,46-55,Christianity,,1997,3,WVS_Wave_3
13952,Colombia,Male,28.0,26-35,Christianity,,1997,3,WVS_Wave_3
13953,Colombia,Male,18.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13954,Colombia,Female,40.0,36-45,Christianity,,1997,3,WVS_Wave_3
13955,Colombia,Female,26.0,26-35,Christianity,,1997,3,WVS_Wave_3
13956,Colombia,Male,42.0,36-45,Christianity,,1997,3,WVS_Wave_3
13957,Colombia,Male,21.0,18-25,Christianity,,1997,3,WVS_Wave_3
13958,Colombia,Male,62.0,56-65,Unaffiliated,,1997,3,WVS_Wave_3
13959,Colombia,Female,29.0,26-35,Christianity,,1997,3,WVS_Wave_3
13960,Colombia,Female,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
13961,Colombia,Male,21.0,18-25,Other,,1997,3,WVS_Wave_3
13962,Colombia,Male,48.0,46-55,Unaffiliated,,1997,3,WVS_Wave_3
13963,Colombia,Female,42.0,36-45,Christianity,,1997,3,WVS_Wave_3
13964,Colombia,Male,46.0,46-55,Christianity,,1997,3,WVS_Wave_3
13965,Colombia,Male,49.0,46-55,Christianity,,1997,3,WVS_Wave_3
13966,Colombia,Female,19.0,18-25,Christianity,,1997,3,WVS_Wave_3
13967,Colombia,Male,38.0,36-45,Christianity,,1997,3,WVS_Wave_3
13968,Colombia,Female,47.0,46-55,Christianity,,1997,3,WVS_Wave_3
13969,Colombia,Male,20.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13970,Colombia,Female,42.0,36-45,Christianity,,1997,3,WVS_Wave_3
13971,Colombia,Male,56.0,56-65,Christianity,,1997,3,WVS_Wave_3
13972,Colombia,Male,24.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13973,Colombia,Male,41.0,36-45,Christianity,,1997,3,WVS_Wave_3
13974,Colombia,Male,40.0,36-45,Christianity,,1997,3,WVS_Wave_3
13975,Colombia,Male,41.0,36-45,Christianity,,1997,3,WVS_Wave_3
13976,Colombia,Male,36.0,36-45,Christianity,,1997,3,WVS_Wave_3
13977,Colombia,Male,17.0,Under 18,Christianity,,1997,3,WVS_Wave_3
13978,Colombia,Male,22.0,18-25,Christianity,,1997,3,WVS_Wave_3
13979,Colombia,Female,46.0,46-55,Christianity,,1997,3,WVS_Wave_3
13980,Colombia,Female,19.0,18-25,Christianity,,1997,3,WVS_Wave_3
13981,Colombia,Female,37.0,36-45,Christianity,,1997,3,WVS_Wave_3
13982,Colombia,Female,17.0,Under 18,Christianity,,1997,3,WVS_Wave_3
13983,Colombia,Female,28.0,26-35,Christianity,,1997,3,WVS_Wave_3
13984,Colombia,Female,44.0,36-45,Christianity,,1997,3,WVS_Wave_3
13985,Colombia,Female,17.0,Under 18,Christianity,,1997,3,WVS_Wave_3
13986,Colombia,Female,44.0,36-45,Christianity,,1997,3,WVS_Wave_3
13987,Colombia,Female,31.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
13988,Colombia,Male,25.0,18-25,Other,,1997,3,WVS_Wave_3
13989,Colombia,Male,46.0,46-55,Unaffiliated,,1997,3,WVS_Wave_3
13990,Colombia,Male,,,Unaffiliated,,1997,3,WVS_Wave_3
13991,Colombia,Female,53.0,46-55,Other,,1997,3,WVS_Wave_3
13992,Colombia,Female,43.0,36-45,Christianity,,1997,3,WVS_Wave_3
13993,Colombia,Female,27.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
13994,Colombia,Female,28.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
13995,Colombia,Male,32.0,26-35,Other,,1997,3,WVS_Wave_3
13996,Colombia,Male,25.0,18-25,Christianity,,1997,3,WVS_Wave_3
13997,Colombia,Female,21.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
13998,Colombia,Male,60.0,56-65,Unaffiliated,,1997,3,WVS_Wave_3
13999,Colombia,Female,26.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
14000,Colombia,Male,40.0,36-45,Unaffiliated,,1997,3,WVS_Wave_3
14001,Colombia,Female,17.0,Under 18,Unaffiliated,,1997,3,WVS_Wave_3
14002,Colombia,Male,29.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
14003,Colombia,Female,26.0,26-35,Christianity,,1997,3,WVS_Wave_3
14004,Colombia,Female,32.0,26-35,Christianity,,1997,3,WVS_Wave_3
14005,Colombia,Male,35.0,26-35,Unaffiliated,,1997,3,WVS_Wave_3
14006,Colombia,Female,28.0,26-35,Other,,1997,3,WVS_Wave_3
14007,Colombia,Male,40.0,36-45,Other,,1997,3,WVS_Wave_3
14008,Colombia,Male,24.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
14009,Colombia,Female,23.0,18-25,Other,,1997,3,WVS_Wave_3
14010,Colombia,Male,34.0,26-35,Christianity,,1997,3,WVS_Wave_3
14011,Colombia,Male,21.0,18-25,Other,,1997,3,WVS_Wave_3
14012,Colombia,Female,17.0,Under 18,Other,,1997,3,WVS_Wave_3
14013,Colombia,Male,17.0,Under 18,Christianity,,1997,3,WVS_Wave_3
14014,Colombia,Male,19.0,18-25,Other,,1997,3,WVS_Wave_3
14015,Colombia,Male,22.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
14016,Colombia,Female,28.0,26-35,Christianity,,1997,3,WVS_Wave_3
14017,Colombia,Female,33.0,26-35,Christianity,,1997,3,WVS_Wave_3
14018,Colombia,Female,54.0,46-55,Christianity,,1997,3,WVS_Wave_3
14019,Colombia,Female,48.0,46-55,Unaffiliated,,1997,3,WVS_Wave_3
14020,Colombia,Female,31.0,26-35,Christianity,,1997,3,WVS_Wave_3
14021,Colombia,Male,38.0,36-45,Christianity,,1997,3,WVS_Wave_3
14022,Colombia,Male,22.0,18-25,Christianity,,1997,3,WVS_Wave_3
14023,Colombia,Female,25.0,18-25,Christianity,,1997,3,WVS_Wave_3
14024,Colombia,Male,18.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
14025,Colombia,Male,42.0,36-45,Christianity,,1997,3,WVS_Wave_3
14026,Colombia,Male,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
14027,Colombia,Female,22.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
14028,Colombia,Female,23.0,18-25,Christianity,,1997,3,WVS_Wave_3
14029,Colombia,Female,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
14030,Colombia,Female,66.0,66+,Christianity,,1997,3,WVS_Wave_3
14031,Colombia,Male,30.0,26-35,Christianity,,1997,3,WVS_Wave_3
14032,Colombia,Male,39.0,36-45,Christianity,,1997,3,WVS_Wave_3
14033,Colombia,Female,64.0,56-65,Christianity,,1997,3,WVS_Wave_3
14034,Colombia,Female,32.0,26-35,Christianity,,1997,3,WVS_Wave_3
14035,Colombia,Female,52.0,46-55,Christianity,,1997,3,WVS_Wave_3
14036,Colombia,Female,46.0,46-55,Christianity,,1997,3,WVS_Wave_3
14037,Colombia,Male,22.0,18-25,Unaffiliated,,1997,3,WVS_Wave_3
14038,Colombia,Female,36.0,36-45,Christianity,,1997,3,WVS_Wave_3
14039,Colombia,Female,42.0,36-45,Christianity,,1997,3,WVS_Wave_3
14040,Colombia,Female,22.0,18-25,Christianity,,1997,3,WVS_Wave_3
14041,Colombia,Female,27.0,26-35,Christianity,,1997,3,WVS_Wave_3
