stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
Urban,26,0.034112835504845916,0.0,0.04819253681630464,0.0,0.17620958052880248,0.9658871644951541,Environment
Rural,26,0.03810106280650489,0.0,0.0636866728342139,0.0,0.2525773195876289,0.9618989371934951,Environment
