stratum,n_questions,mean_variance,median_variance,std_variance,min_variance,max_variance,consensus_score,dimension
United States,27,0.04598427692563494,0.0,0.05946735571882671,0.0,0.17840277777777783,0.9540157230743651,Country
India,27,0.036869788661369224,0.0,0.06319168204262891,0.0,0.2498991232896812,0.9631302113386307,Country
Canada,27,0.06774249275702765,0.049217758985200845,0.07428288690557178,0.0,0.25105708245243125,0.9322575072429724,Country
Kenya,27,0.02663059110969009,0.0,0.05769084004204806,0.0,0.2510721247563352,0.9733694088903099,Country
Chile,27,0.043207092975611504,0.0,0.061060896431873145,0.0,0.21164021164021168,0.9567929070243885,Country
China,27,0.03190745659016731,0.0,0.04517700998370709,0.0,0.14314118193428538,0.9680925434098326,Country
Russian Federation,27,0.0772119341563786,0.0,0.10189972167668684,0.0,0.3,0.9227880658436214,Country
Israel,27,0.0628679250777634,0.05415499533146592,0.07000780899034655,0.0,0.2571428571428571,0.9371320749222366,Country
Poland,27,0.06450617283950617,0.0,0.1087620338309666,0.0,0.3,0.9354938271604938,Country
Pakistan,27,0.03561174422285534,0.0,0.06839429786972615,0.0,0.26,0.9643882557771447,Country
Mexico,27,0.041257370887000516,0.0,0.06870573490115392,0.0,0.2571428571428571,0.9587426291129995,Country
South Africa,27,0.04292624310740253,0.0,0.07274020253931117,0.0,0.26086956521739124,0.9570737568925974,Country
Morocco,27,0.06689679445527398,0.0,0.08331676368147925,0.0,0.2631578947368421,0.933103205544726,Country
Germany,27,0.03958945718204977,0.0,0.06576481096833499,0.0,0.2571428571428572,0.9604105428179502,Country
Netherlands,27,0.06820987654320988,0.0,0.10467559717142594,0.0,0.33333333333333337,0.9317901234567901,Country
Turkey,27,0.05450036931518413,0.0,0.08953516205368645,0.0,0.2692307692307693,0.9454996306848159,Country
United Kingdom,27,0.0486583522297808,0.0,0.06865691880351774,0.0,0.2542517006802721,0.9513416477702192,Country
Ireland {Republic},25,0.08855555555555554,0.0,0.11760291001690582,0.0,0.33333333333333337,0.9114444444444445,Country
Brazil,27,0.0434125609995077,0.0,0.06857134527665497,0.0,0.2555168408826945,0.9565874390004923,Country
Spain,27,0.06833561957018747,0.0,0.07850212263980412,0.0,0.25,0.9316643804298126,Country
France,27,0.08756287151348881,0.11111111111111112,0.0784692309970019,0.0,0.2152777777777778,0.9124371284865112,Country
Italy,27,0.04017061042524005,0.0,0.06200709433793883,0.0,0.21666666666666667,0.9598293895747599,Country
Slovakia,27,0.06604938271604939,0.0,0.09858490445640682,0.0,0.2666666666666667,0.9339506172839506,Country
Hungary,27,0.08641975308641976,0.0,0.1406947076548331,0.0,0.33333333333333337,0.9135802469135802,Country
Ukraine,27,0.11944444444444446,0.05,0.12644229640823382,0.0,0.30000000000000004,0.8805555555555555,Country
Portugal,21,0.19047619047619047,0.0,0.24281045302822785,0.0,0.5,0.8095238095238095,Country
Nigeria,17,0.14705882352941177,0.0,0.22782254977690686,0.0,0.5,0.8529411764705882,Country
Australia,27,0.07332225387780943,0.0,0.10231622675793545,0.0,0.26785714285714285,0.9266777461221906,Country
Indonesia,27,0.040426960706996834,0.0,0.06576283665286874,0.0,0.25377468060394887,0.9595730392930032,Country
United Arab Emirates,21,0.09523809523809523,0.0,0.19633836312465053,0.0,0.5,0.9047619047619048,Country
Switzerland,21,0.07738095238095238,0.0,0.17455807498351403,0.0,0.5,0.9226190476190477,Country
Finland,25,0.04,0.0,0.13564659966250536,0.0,0.5,0.96,Country
Belgium,27,0.08950617283950618,0.0,0.15031846496155454,0.0,0.5,0.9104938271604939,Country
Denmark,21,0.07142857142857142,0.0,0.17496355305594127,0.0,0.5,0.9285714285714286,Country
Greece,27,0.1111111111111111,0.0,0.12134576316741812,0.0,0.3333333333333333,0.8888888888888888,Country
Palestine,25,0.14,0.0,0.1593737745050923,0.0,0.33333333333333337,0.86,Country
Norway,27,0.08847736625514403,0.0,0.10075930209730333,0.0,0.30000000000000004,0.911522633744856,Country
Austria,17,0.38235294117647056,0.5,0.21209125149788172,0.0,0.5,0.6176470588235294,Country
Sweden,27,0.1080246913580247,0.0,0.14840512691569518,0.0,0.33333333333333337,0.8919753086419753,Country
New Zealand,27,0.1138888888888889,0.0,0.12753600314721109,0.0,0.30000000000000004,0.8861111111111111,Country
Bangladesh,27,0.049417009602194785,0.0,0.07157928825936155,0.0,0.26666666666666666,0.9505829903978052,Country
Malaysia,27,0.056841563786008235,0.0,0.08526224869492775,0.0,0.2777777777777778,0.9431584362139918,Country
Saudi Arabia,27,0.1087962962962963,0.0,0.12178654109227692,0.0,0.25,0.8912037037037037,Country
Algeria,27,0.06200396825396825,0.0,0.09508554664299976,0.0,0.26785714285714285,0.9379960317460317,Country
Vietnam,27,0.0805098308184728,0.0,0.09009556757687824,0.0,0.23333333333333334,0.9194901691815272,Country
Philippines,27,0.03908351593536778,0.0,0.07212479567790409,0.0,0.2532467532467532,0.9609164840646323,Country
Japan,27,0.04254567449011894,0.0,0.06879248842756158,0.0,0.2692307692307693,0.9574543255098811,Country
Singapore,27,0.05183225553595924,0.0,0.09071329677575386,0.0,0.2857142857142857,0.9481677444640407,Country
Korea South,25,0.0871712962962963,0.0,0.0974327123957215,0.0,0.26666666666666666,0.9128287037037037,Country
Egypt,27,0.0664421997755331,0.0,0.08593154327840523,0.0,0.2727272727272727,0.9335578002244669,Country
Kazakhstan,27,0.03876936577099976,0.0,0.06367270992458167,0.0,0.2124183006535948,0.9612306342290002,Country
Ghana,27,0.1358024691358025,0.0,0.14370921884966442,0.0,0.33333333333333337,0.8641975308641975,Country
