Column,Age,Country Code,Sex,Religion,,
Meaning,Years,,"1=Male
2=Female","0=No denomination
1=Roman Catholic
2=Protestant
3=Orthodox
4=Jew
5=Muslim
6=Hindu
7=Buddhist
8=Other","1=Urban
2=Rural",
D_INTERVIEW,Q262,Q266,Q260,Q289,H_URBRURAL,ISO3_Code
400070145,51,400,2,5,1,JOR
400070146,21,400,2,5,1,JOR
400070147,34,400,1,5,1,JOR
400070148,45,400,2,5,1,JOR
400070149,27,400,1,5,1,JOR
400070150,32,400,1,5,1,JOR
400070151,28,400,2,5,1,JOR
400070152,56,400,1,5,1,JOR
400070153,48,400,2,5,1,JOR
400070154,51,400,1,5,1,JOR
400070155,42,400,2,5,1,JOR
400070156,44,400,1,5,1,JOR
400070157,33,400,2,5,1,JOR
400070158,24,400,1,5,1,JOR
400070159,24,400,2,5,1,JOR
400070160,46,400,1,5,1,JOR
400070161,41,400,2,5,1,JOR
400070162,50,400,1,5,2,JOR
400070163,31,400,1,5,2,JOR
400070164,53,400,1,5,2,JOR
400070165,47,400,2,5,2,JOR
400070166,45,400,1,5,2,JOR
400070167,31,400,2,5,2,JOR
400070168,67,400,1,5,2,JOR
400070169,38,400,2,5,2,JOR
400070170,67,400,1,5,2,JOR
400070171,28,400,2,5,2,JOR
400070172,38,400,1,5,2,JOR
400070173,44,400,2,5,2,JOR
400070174,21,400,1,5,2,JOR
400070175,50,400,2,5,2,JOR
400070176,49,400,1,5,2,JOR
400070177,40,400,2,5,2,JOR
400070178,70,400,1,5,1,JOR
400070179,43,400,2,5,1,JOR
400070180,66,400,1,5,1,JOR
400070181,31,400,2,5,2,JOR
400070182,55,400,1,5,2,JOR
400070183,31,400,2,5,2,JOR
400070184,67,400,1,5,2,JOR
400070185,46,400,2,5,2,JOR
400070186,53,400,1,5,2,JOR
400070187,45,400,2,5,2,JOR
400070188,67,400,1,5,2,JOR
400070189,38,400,2,5,2,JOR
400070190,48,400,1,5,2,JOR
400070191,20,400,2,5,2,JOR
400070192,24,400,1,5,2,JOR
400070193,41,400,2,5,2,JOR
400070194,31,400,1,5,2,JOR
400070195,51,400,2,5,2,JOR
400070196,30,400,1,5,2,JOR
400070197,49,400,2,5,2,JOR
400070198,24,400,2,5,2,JOR
400070199,58,400,1,5,2,JOR
400070200,30,400,1,5,2,JOR
400070201,21,400,2,5,2,JOR
400070202,60,400,1,5,1,JOR
400070203,50,400,2,5,1,JOR
400070204,42,400,1,5,1,JOR
400070205,20,400,2,5,1,JOR
400070206,50,400,1,5,1,JOR
400070207,55,400,2,5,1,JOR
400070208,18,400,1,5,1,JOR
400070209,51,400,2,5,1,JOR
400070210,70,400,1,5,1,JOR
400070211,22,400,2,5,1,JOR
400070212,55,400,1,5,1,JOR
400070213,59,400,2,5,1,JOR
400070214,25,400,1,5,1,JOR
400070215,44,400,2,5,1,JOR
400070216,35,400,1,5,1,JOR
400070217,24,400,2,5,1,JOR
400070218,53,400,1,5,1,JOR
400070219,35,400,2,5,1,JOR
400070220,68,400,1,5,1,JOR
400070221,60,400,2,5,1,JOR
400070222,49,400,1,5,1,JOR
400070223,56,400,2,5,1,JOR
400070224,30,400,1,5,1,JOR
400070225,50,400,2,5,1,JOR
400070226,70,400,1,5,1,JOR
400070227,21,400,2,5,1,JOR
400070228,32,400,1,5,1,JOR
400070229,60,400,2,5,1,JOR
400070230,69,400,1,5,1,JOR
400070231,37,400,2,5,1,JOR
400070232,20,400,1,5,1,JOR
400070233,45,400,2,5,1,JOR
400070234,19,400,1,5,1,JOR
400070235,60,400,2,5,1,JOR
400070236,22,400,1,5,1,JOR
400070237,48,400,2,5,1,JOR
400070238,32,400,1,8,1,JOR
400070239,26,400,2,5,1,JOR
400070240,62,400,1,5,1,JOR
400070241,37,400,2,5,1,JOR
400070242,43,400,1,5,1,JOR
400070243,50,400,2,5,1,JOR
400070244,42,400,1,5,1,JOR
400070245,39,400,2,5,1,JOR
400070246,39,400,1,5,1,JOR
400070247,39,400,2,5,1,JOR
400070248,52,400,1,5,1,JOR
400070249,41,400,2,5,1,JOR
400070250,47,400,1,5,1,JOR
400070251,51,400,2,5,1,JOR
400070252,36,400,1,5,1,JOR
400070253,43,400,2,5,1,JOR
400070254,37,400,1,5,1,JOR
400070255,34,400,2,5,1,JOR
400070256,25,400,1,5,1,JOR
400070257,55,400,2,5,1,JOR
400070258,53,400,1,5,1,JOR
400070259,70,400,2,5,1,JOR
400070260,36,400,1,5,1,JOR
400070261,25,400,2,5,1,JOR
400070262,55,400,1,5,1,JOR
400070263,54,400,2,5,1,JOR
400070264,50,400,1,5,1,JOR
400070265,65,400,2,5,1,JOR
400070266,21,400,1,5,1,JOR
400070267,32,400,2,5,1,JOR
400070268,37,400,2,5,1,JOR
400070269,22,400,1,5,1,JOR
400070270,58,400,1,5,1,JOR
400070271,27,400,2,5,1,JOR
400070272,33,400,1,5,1,JOR
400070273,19,400,2,5,1,JOR
400070274,21,400,1,5,1,JOR
400070275,66,400,2,5,1,JOR
400070276,23,400,1,5,1,JOR
400070277,40,400,2,5,1,JOR
400070278,68,400,1,5,1,JOR
400070279,46,400,2,5,1,JOR
400070280,69,400,1,5,1,JOR
400070281,65,400,2,5,1,JOR
400070282,54,400,1,5,1,JOR
400070283,44,400,2,5,1,JOR
400070284,25,400,1,5,1,JOR
400070285,70,400,2,5,1,JOR
400070286,49,400,1,5,1,JOR
400070287,29,400,2,5,1,JOR
400070288,26,400,1,5,1,JOR
400070289,33,400,2,5,1,JOR
400070290,38,400,1,5,1,JOR
400070291,38,400,2,5,1,JOR
400070292,58,400,1,5,1,JOR
400070293,42,400,2,5,1,JOR
400070294,21,400,1,5,1,JOR
400070295,47,400,2,5,1,JOR
400070296,19,400,1,5,1,JOR
400070297,57,400,2,5,1,JOR
400070298,29,400,1,5,2,JOR
400070299,37,400,2,5,2,JOR
400070300,41,400,1,5,2,JOR
400070301,27,400,2,5,2,JOR
400070302,33,400,1,5,2,JOR
400070303,47,400,2,5,2,JOR
400070304,36,400,1,5,2,JOR
400070305,23,400,2,5,2,JOR
400070306,54,400,1,5,2,JOR
400070307,23,400,2,5,2,JOR
400070308,40,400,1,5,1,JOR
400070309,35,400,2,5,1,JOR
400070310,50,400,1,5,1,JOR
400070311,23,400,2,5,1,JOR
400070312,18,400,1,5,1,JOR
400070313,43,400,2,5,1,JOR
400070314,41,400,1,5,1,JOR
400070315,32,400,2,5,1,JOR
400070316,35,400,1,5,1,JOR
400070317,22,400,2,5,1,JOR
400070318,26,400,1,5,1,JOR
400070319,44,400,2,5,1,JOR
400070320,26,400,1,5,1,JOR
400070321,31,400,2,5,1,JOR
400070322,70,400,1,5,1,JOR
400070323,39,400,2,5,1,JOR
400070324,52,400,1,5,1,JOR
400070325,46,400,2,5,1,JOR
400070326,33,400,1,5,1,JOR
400070327,36,400,1,5,2,JOR
400070328,27,400,1,5,2,JOR
400070329,70,400,1,5,1,JOR
400070330,36,400,2,5,1,JOR
400070331,65,400,1,5,1,JOR
400070332,53,400,2,5,1,JOR
400070333,41,400,1,5,1,JOR
400070334,50,400,2,5,1,JOR
400070335,68,400,1,5,1,JOR
400070336,40,400,2,5,1,JOR
400070337,41,400,1,5,1,JOR
400070338,19,400,2,5,1,JOR
400070339,23,400,1,5,1,JOR
400070340,41,400,2,5,2,JOR
400070341,46,400,1,5,2,JOR
400070342,46,400,2,5,2,JOR
400070343,24,400,1,5,2,JOR
400070344,44,400,2,5,1,JOR
400070345,41,400,1,5,1,JOR
400070346,37,400,2,5,1,JOR
400070347,68,400,1,5,1,JOR
400070348,31,400,2,5,1,JOR
400070349,18,400,1,5,1,JOR
400070350,49,400,2,5,1,JOR
400070351,25,400,1,5,1,JOR
400070352,66,400,2,5,1,JOR
400070353,25,400,1,5,1,JOR
400070354,67,400,2,5,1,JOR
400070355,30,400,1,5,1,JOR
400070356,53,400,2,5,1,JOR
400070357,39,400,1,5,1,JOR
400070358,56,400,2,5,1,JOR
400070359,35,400,1,5,1,JOR
400070360,33,400,2,5,1,JOR
400070361,55,400,1,5,1,JOR
400070362,28,400,2,5,1,JOR
400070363,38,400,1,5,1,JOR
400070364,58,400,2,5,1,JOR
400070365,37,400,1,5,1,JOR
400070366,60,400,2,5,1,JOR
400070367,53,400,1,5,1,JOR
400070368,49,400,2,5,1,JOR
400070369,55,400,1,5,1,JOR
400070370,44,400,2,5,1,JOR
400070371,70,400,1,5,2,JOR
400070372,64,400,2,5,2,JOR
400070373,49,400,1,5,1,JOR
400070374,68,400,2,5,1,JOR
400070375,51,400,1,5,1,JOR
400070376,43,400,2,5,1,JOR
400070377,43,400,1,5,1,JOR
400070378,42,400,2,5,1,JOR
400070379,30,400,1,5,1,JOR
400070380,49,400,2,5,1,JOR
400070381,45,400,1,5,1,JOR
400070382,33,400,2,5,1,JOR
400070383,42,400,2,5,1,JOR
400070384,52,400,1,5,2,JOR
400070385,27,400,2,5,2,JOR
400070386,68,400,1,5,2,JOR
400070387,22,400,2,5,2,JOR
400070388,20,400,1,5,1,JOR
400070389,34,400,2,5,1,JOR
400070390,43,400,1,5,1,JOR
400070391,33,400,2,5,1,JOR
400070392,20,400,1,5,1,JOR
400070393,27,400,2,5,1,JOR
400070394,47,400,1,5,1,JOR
400070395,39,400,2,5,1,JOR
400070396,48,400,1,5,1,JOR
400070397,50,400,2,5,1,JOR
400070398,45,400,1,5,1,JOR
400070399,48,400,2,5,1,JOR
400070400,44,400,1,5,2,JOR
400070401,21,400,1,5,2,JOR
400070402,29,400,2,5,2,JOR
400070403,44,400,1,5,2,JOR
400070404,54,400,2,5,2,JOR
400070405,42,400,1,5,2,JOR
400070406,58,400,2,5,2,JOR
400070407,61,400,1,5,2,JOR
400070408,57,400,2,5,1,JOR
400070409,66,400,1,5,1,JOR
400070410,50,400,2,5,1,JOR
400070411,23,400,1,5,1,JOR
400070412,59,400,2,5,1,JOR
400070413,22,400,1,5,1,JOR
400070414,27,400,2,5,1,JOR
400070415,36,400,1,5,1,JOR
400070416,26,400,2,5,1,JOR
400070417,39,400,1,5,1,JOR
400070418,45,400,2,5,1,JOR
400070419,20,400,1,5,1,JOR
400070420,23,400,2,5,1,JOR
400070421,49,400,1,5,2,JOR
400070422,23,400,2,5,2,JOR
400070423,34,400,1,5,2,JOR
400070424,51,400,2,5,2,JOR
400070425,19,400,1,5,2,JOR
400070426,36,400,2,5,2,JOR
400070427,18,400,1,5,2,JOR
400070428,18,400,2,5,2,JOR
400070429,46,400,1,5,2,JOR
400070430,68,400,2,5,2,JOR
400070431,38,400,1,5,2,JOR
400070432,27,400,2,5,2,JOR
400070433,27,400,1,5,2,JOR
400070434,38,400,2,5,2,JOR
400070435,30,400,1,5,2,JOR
400070436,37,400,2,5,2,JOR
400070437,30,400,1,5,2,JOR
400070438,22,400,2,5,2,JOR
400070439,69,400,1,5,2,JOR
400070440,38,400,2,5,2,JOR
400070441,69,400,1,5,2,JOR
400070442,55,400,2,5,2,JOR
400070443,21,400,1,5,2,JOR
400070444,39,400,2,5,2,JOR
400070445,63,400,1,5,2,JOR
400070446,34,400,2,5,2,JOR
400070447,25,400,1,5,2,JOR
400070448,69,400,2,5,2,JOR
400070449,20,400,1,5,2,JOR
400070450,42,400,2,5,2,JOR
400070451,70,400,1,5,2,JOR
400070452,26,400,2,5,2,JOR
400070453,56,400,1,5,2,JOR
400070454,23,400,2,5,2,JOR
400070455,44,400,1,5,2,JOR
400070456,37,400,2,5,2,JOR
400070457,23,400,1,5,1,JOR
400070458,70,400,2,5,1,JOR
400070459,58,400,1,5,1,JOR
400070460,67,400,2,5,1,JOR
400070461,30,400,1,5,1,JOR
400070462,33,400,2,5,1,JOR
400070463,31,400,1,5,1,JOR
400070464,33,400,2,5,1,JOR
400070465,18,400,1,5,1,JOR
400070466,63,400,2,5,1,JOR
400070467,45,400,1,5,1,JOR
400070468,55,400,2,5,1,JOR
400070469,62,400,1,5,1,JOR
400070470,39,400,2,5,1,JOR
400070471,31,400,1,5,1,JOR
400070472,44,400,2,5,1,JOR
400070473,21,400,1,5,1,JOR
400070474,36,400,2,5,1,JOR
400070475,26,400,1,5,1,JOR
400070476,38,400,2,5,1,JOR
400070477,29,400,1,5,1,JOR
400070478,39,400,2,5,1,JOR
400070479,69,400,1,5,1,JOR
400070480,54,400,2,5,1,JOR
400070481,35,400,1,5,1,JOR
400070482,43,400,2,5,1,JOR
400070483,68,400,1,5,1,JOR
400070484,39,400,2,5,1,JOR
400070485,33,400,1,5,1,JOR
400070486,33,400,2,5,1,JOR
400070487,41,400,1,5,1,JOR
400070488,39,400,2,5,1,JOR
400070489,38,400,1,5,1,JOR
400070490,46,400,2,5,1,JOR
400070491,20,400,1,5,1,JOR
400070492,46,400,2,5,1,JOR
400070493,33,400,1,5,1,JOR
400070494,54,400,2,5,2,JOR
400070495,63,400,1,5,2,JOR
400070496,53,400,2,5,2,JOR
400070497,63,400,1,5,2,JOR
400070498,48,400,2,5,2,JOR
400070499,49,400,1,5,2,JOR
400070500,44,400,2,5,2,JOR
400070501,26,400,1,5,1,JOR
400070502,20,400,2,5,1,JOR
400070503,43,400,1,5,1,JOR
400070504,47,400,2,5,1,JOR
400070505,21,400,1,5,1,JOR
400070506,45,400,2,5,1,JOR
400070507,59,400,1,5,1,JOR
400070508,22,400,2,5,1,JOR
400070509,18,400,1,5,1,JOR
400070510,18,400,2,5,1,JOR
400070511,34,400,1,5,1,JOR
400070512,29,400,2,5,1,JOR
400070513,38,400,1,5,1,JOR
400070514,63,400,2,5,1,JOR
400070515,27,400,1,5,1,JOR
400070516,52,400,2,5,1,JOR
400070517,55,400,1,5,1,JOR
400070518,58,400,2,5,1,JOR
400070519,53,400,1,5,1,JOR
400070520,46,400,2,5,1,JOR
400070521,59,400,1,5,1,JOR
400070522,38,400,1,5,1,JOR
400070523,25,400,1,5,1,JOR
400070524,37,400,2,5,1,JOR
400070525,29,400,1,5,1,JOR
400070526,59,400,2,5,1,JOR
400070527,30,400,1,5,1,JOR
400070528,45,400,2,5,1,JOR
400070529,50,400,1,5,1,JOR
400070530,48,400,2,5,1,JOR
400070531,70,400,1,5,1,JOR
400070532,70,400,2,5,1,JOR
400070533,33,400,1,5,1,JOR
400070534,36,400,2,5,1,JOR
400070535,37,400,1,5,1,JOR
400070536,50,400,2,5,1,JOR
400070537,32,400,1,5,1,JOR
400070538,42,400,2,5,1,JOR
400070539,54,400,1,5,1,JOR
400070540,63,400,2,8,1,JOR
400070541,70,400,1,5,1,JOR
400070542,51,400,2,5,1,JOR
400070543,32,400,1,5,1,JOR
400070544,42,400,2,5,1,JOR
400070545,62,400,1,5,1,JOR
400070546,39,400,2,5,1,JOR
400070547,51,400,1,5,1,JOR
400070548,49,400,2,5,1,JOR
400070549,70,400,1,5,2,JOR
400070550,33,400,2,5,2,JOR
400070551,28,400,1,5,2,JOR
400070552,43,400,2,5,2,JOR
400070553,70,400,1,5,2,JOR
400070554,40,400,2,5,2,JOR
400070555,35,400,1,5,2,JOR
400070556,32,400,2,5,2,JOR
400070557,27,400,1,5,2,JOR
400070558,52,400,2,5,2,JOR
400070559,40,400,1,5,2,JOR
400070560,42,400,2,5,2,JOR
400070561,70,400,1,5,2,JOR
400070562,53,400,2,5,2,JOR
400070563,46,400,1,5,2,JOR
400070564,60,400,2,5,2,JOR
400070565,37,400,1,5,1,JOR
400070566,36,400,2,5,1,JOR
400070567,35,400,1,5,1,JOR
400070568,46,400,2,5,1,JOR
400070569,21,400,1,5,1,JOR
400070570,26,400,2,5,1,JOR
400070571,35,400,1,5,1,JOR
400070572,49,400,2,5,1,JOR
400070573,50,400,1,5,1,JOR
400070574,37,400,2,5,1,JOR
400070575,20,400,1,5,1,JOR
400070576,54,400,2,5,1,JOR
400070577,66,400,1,5,1,JOR
400070578,42,400,2,5,1,JOR
400070579,40,400,1,5,1,JOR
400070580,42,400,2,5,1,JOR
400070581,53,400,1,5,1,JOR
400070582,41,400,2,5,1,JOR
400070583,40,400,1,5,1,JOR
400070584,36,400,2,5,1,JOR
400070585,30,400,1,5,1,JOR
400070586,65,400,2,5,1,JOR
400070587,23,400,1,5,1,JOR
400070588,22,400,2,5,1,JOR
400070589,27,400,1,5,1,JOR
400070590,37,400,1,5,1,JOR
400070591,43,400,2,5,1,JOR
400070592,32,400,2,5,1,JOR
400070593,31,400,1,5,1,JOR
400070594,53,400,2,5,1,JOR
400070595,29,400,1,5,1,JOR
400070596,21,400,2,5,1,JOR
400070597,60,400,1,5,1,JOR
400070598,52,400,2,5,1,JOR
400070599,37,400,1,5,1,JOR
400070600,68,400,2,5,1,JOR
400070601,50,400,1,5,1,JOR
400070602,70,400,2,5,1,JOR
400070603,42,400,1,5,1,JOR
400070604,70,400,2,5,1,JOR
400070605,47,400,1,5,1,JOR
400070606,29,400,2,5,1,JOR
400070607,23,400,1,5,1,JOR
400070608,47,400,2,5,2,JOR
400070609,28,400,1,5,2,JOR
400070610,43,400,2,5,2,JOR
400070611,68,400,1,5,2,JOR
400070612,38,400,2,5,2,JOR
400070613,22,400,1,5,2,JOR
400070614,56,400,2,5,2,JOR
400070615,52,400,1,5,1,JOR
400070616,43,400,2,5,1,JOR
400070617,62,400,1,5,1,JOR
400070618,55,400,2,5,1,JOR
400070619,49,400,1,5,1,JOR
400070620,67,400,2,5,1,JOR
400070621,38,400,1,5,1,JOR
400070622,40,400,1,5,1,JOR
400070623,68,400,1,5,1,JOR
400070624,55,400,2,5,1,JOR
400070625,32,400,1,5,1,JOR
400070626,54,400,2,5,1,JOR
400070627,70,400,1,5,1,JOR
400070628,56,400,2,5,1,JOR
400070629,48,400,1,5,1,JOR
400070630,70,400,2,5,1,JOR
400070631,68,400,2,5,1,JOR
400070632,40,400,1,5,1,JOR
400070633,45,400,2,5,1,JOR
400070634,27,400,1,5,1,JOR
400070635,34,400,2,5,1,JOR
400070636,51,400,1,5,1,JOR
400070637,58,400,2,5,1,JOR
400070638,68,400,1,5,1,JOR
400070639,36,400,2,5,1,JOR
400070640,46,400,1,5,1,JOR
400070641,21,400,2,5,1,JOR
400070642,58,400,1,5,1,JOR
400070643,54,400,2,5,1,JOR
400070644,24,400,1,5,1,JOR
400070645,41,400,2,5,1,JOR
400070646,48,400,1,5,1,JOR
400070647,29,400,2,5,1,JOR
400070648,24,400,1,5,1,JOR
400070649,57,400,2,5,1,JOR
400070650,70,400,1,5,1,JOR
400070651,44,400,2,5,1,JOR
400070652,67,400,1,5,1,JOR
400070653,64,400,2,5,1,JOR
400070654,57,400,1,5,1,JOR
400070655,51,400,2,5,1,JOR
400070656,26,400,1,5,1,JOR
400070657,54,400,2,5,1,JOR
400070658,42,400,1,5,1,JOR
400070659,43,400,2,5,1,JOR
400070660,31,400,1,5,1,JOR
400070661,42,400,2,5,1,JOR
400070662,38,400,1,5,1,JOR
400070663,68,400,2,8,1,JOR
400070664,57,400,1,5,1,JOR
400070665,36,400,2,5,1,JOR
400070666,39,400,1,5,1,JOR
400070667,50,400,2,5,1,JOR
400070668,29,400,1,5,1,JOR
400070669,58,400,2,5,1,JOR
400070670,70,400,2,5,1,JOR
400070671,53,400,1,5,1,JOR
400070672,45,400,1,5,1,JOR
400070673,58,400,2,5,1,JOR
400070674,59,400,1,5,1,JOR
400070675,39,400,2,5,1,JOR
400070676,34,400,1,8,1,JOR
400070677,35,400,2,5,1,JOR
400070678,29,400,1,5,1,JOR
400070679,68,400,2,5,1,JOR
400070680,26,400,1,5,1,JOR
400070681,36,400,2,5,1,JOR
400070682,44,400,1,5,1,JOR
400070683,33,400,2,5,1,JOR
400070684,30,400,1,5,1,JOR
400070685,50,400,2,5,1,JOR
400070686,32,400,1,5,1,JOR
400070687,48,400,2,5,1,JOR
400070688,28,400,1,5,1,JOR
400070689,69,400,2,5,1,JOR
400070690,66,400,1,5,1,JOR
400070691,23,400,2,5,1,JOR
400070692,19,400,1,5,1,JOR
400070693,57,400,2,5,1,JOR
400070694,23,400,1,5,1,JOR
400070695,19,400,2,5,1,JOR
400070696,45,400,1,5,1,JOR
400070697,31,400,2,5,1,JOR
400070698,57,400,1,5,1,JOR
400070699,44,400,2,5,1,JOR
400070700,19,400,1,5,1,JOR
400070701,26,400,2,5,1,JOR
400070702,46,400,1,5,1,JOR
400070703,39,400,2,5,1,JOR
400070704,25,400,1,5,1,JOR
400070705,39,400,2,5,1,JOR
400070706,27,400,1,5,1,JOR
400070707,45,400,2,5,1,JOR
400070708,69,400,1,5,1,JOR
400070709,57,400,2,5,1,JOR
400070710,51,400,1,5,1,JOR
400070711,49,400,2,5,1,JOR
400070712,45,400,1,5,1,JOR
400070713,38,400,2,5,1,JOR
400070714,21,400,1,5,1,JOR
400070715,28,400,2,5,1,JOR
400070716,33,400,1,5,1,JOR
400070717,33,400,2,5,2,JOR
400070718,68,400,1,5,2,JOR
400070719,29,400,2,5,1,JOR
400070720,21,400,1,5,2,JOR
400070721,60,400,2,5,2,JOR
400070722,32,400,1,5,1,JOR
400070723,63,400,2,5,1,JOR
400070724,67,400,1,8,1,JOR
400070725,69,400,2,8,1,JOR
400070726,53,400,1,5,1,JOR
400070727,63,400,2,5,1,JOR
400070728,68,400,1,5,1,JOR
400070729,40,400,2,5,1,JOR
400070730,55,400,1,5,1,JOR
400070731,35,400,2,5,1,JOR
400070732,68,400,1,5,1,JOR
400070733,53,400,2,5,1,JOR
400070734,57,400,1,5,1,JOR
400070735,38,400,2,5,1,JOR
400070736,62,400,1,5,1,JOR
400070737,33,400,2,5,1,JOR
400070738,37,400,1,5,1,JOR
400070739,27,400,2,5,1,JOR
400070740,52,400,1,5,1,JOR
400070741,54,400,2,5,1,JOR
400070742,70,400,1,5,1,JOR
400070743,36,400,2,5,1,JOR
400070744,68,400,1,8,1,JOR
400070745,65,400,2,5,1,JOR
400070746,65,400,1,5,1,JOR
400070747,56,400,2,5,1,JOR
400070748,46,400,1,5,1,JOR
400070749,46,400,2,5,1,JOR
400070750,48,400,2,5,1,JOR
400070751,70,400,1,5,1,JOR
400070752,49,400,1,5,1,JOR
400070753,41,400,2,5,1,JOR
400070754,28,400,1,5,2,JOR
400070755,26,400,2,5,1,JOR
400070756,26,400,1,5,1,JOR
400070757,42,400,2,5,1,JOR
400070758,21,400,1,5,2,JOR
400070759,46,400,2,5,1,JOR
400070760,22,400,1,5,1,JOR
400070761,54,400,2,5,1,JOR
400070762,32,400,1,5,1,JOR
400070763,33,400,2,5,1,JOR
400070764,22,400,1,5,2,JOR
400070765,39,400,2,5,2,JOR
400070766,58,400,1,5,2,JOR
400070767,26,400,2,5,1,JOR
400070768,34,400,1,5,1,JOR
400070769,35,400,2,5,1,JOR
400070770,19,400,1,5,2,JOR
400070771,46,400,2,5,2,JOR
400070772,20,400,1,5,2,JOR
400070773,55,400,2,5,2,JOR
400070774,47,400,1,5,2,JOR
400070775,43,400,2,5,2,JOR
400070776,21,400,1,5,2,JOR
400070777,48,400,2,5,1,JOR
400070778,48,400,1,5,2,JOR
400070779,39,400,2,5,2,JOR
400070780,32,400,1,5,2,JOR
400070781,36,400,2,5,2,JOR
400070782,65,400,1,5,2,JOR
400070783,50,400,2,5,2,JOR
400070784,27,400,1,5,2,JOR
400070785,55,400,2,5,2,JOR
400070786,50,400,1,5,2,JOR
400070787,40,400,2,5,2,JOR
400070788,43,400,1,5,2,JOR
400070789,39,400,2,5,2,JOR
400070790,42,400,1,5,1,JOR
400070791,68,400,2,5,1,JOR
400070792,66,400,1,5,1,JOR
400070793,36,400,2,5,1,JOR
400070794,20,400,2,5,1,JOR
400070795,38,400,2,5,1,JOR
400070796,20,400,1,5,1,JOR
400070797,51,400,2,5,1,JOR
400070798,51,400,1,5,1,JOR
400070799,61,400,2,5,1,JOR
400070800,56,400,1,5,1,JOR
400070801,45,400,2,5,1,JOR
400070802,21,400,1,5,1,JOR
400070803,47,400,2,5,1,JOR
400070804,60,400,1,5,1,JOR
400070805,33,400,2,5,1,JOR
400070806,26,400,1,5,1,JOR
400070807,66,400,2,5,1,JOR
400070808,58,400,1,5,1,JOR
400070809,55,400,2,5,1,JOR
400070810,35,400,1,5,1,JOR
400070811,28,400,2,5,1,JOR
400070812,52,400,1,5,1,JOR
400070813,63,400,2,5,1,JOR
400070814,45,400,1,5,1,JOR
400070815,46,400,2,5,1,JOR
400070816,41,400,1,5,1,JOR
400070817,52,400,2,5,1,JOR
400070818,59,400,1,5,1,JOR
400070819,48,400,2,5,1,JOR
400070820,37,400,1,5,1,JOR
400070821,42,400,2,5,1,JOR
400070822,24,400,1,5,1,JOR
400070823,48,400,2,5,1,JOR
400070824,32,400,1,5,1,JOR
400070825,46,400,2,5,1,JOR
400070826,58,400,1,5,1,JOR
400070827,65,400,2,5,1,JOR
400070828,44,400,1,5,1,JOR
400070829,21,400,2,5,1,JOR
400070830,36,400,1,5,1,JOR
400070831,40,400,2,5,2,JOR
400070832,64,400,1,5,2,JOR
400070833,70,400,2,5,2,JOR
400070834,70,400,1,5,1,JOR
400070835,28,400,2,5,1,JOR
400070836,50,400,1,5,1,JOR
400070837,25,400,2,5,1,JOR
400070838,68,400,1,5,1,JOR
400070839,39,400,2,5,1,JOR
400070840,68,400,1,5,1,JOR
400070841,18,400,2,5,1,JOR
400070842,45,400,1,8,2,JOR
400070843,43,400,2,5,2,JOR
400070844,48,400,1,8,2,JOR
400070845,54,400,2,8,1,JOR
400070846,30,400,1,5,1,JOR
400070847,59,400,2,8,1,JOR
400070848,35,400,1,8,1,JOR
400070849,69,400,2,8,1,JOR
400070850,53,400,1,5,1,JOR
400070851,67,400,2,5,1,JOR
400070852,23,400,1,5,1,JOR
400070853,26,400,2,5,1,JOR
400070854,58,400,1,5,1,JOR
400070855,68,400,2,5,1,JOR
400070856,64,400,1,5,1,JOR
400070857,31,400,2,5,1,JOR
400070858,30,400,1,5,1,JOR
400070859,48,400,2,5,1,JOR
400070860,61,400,1,5,1,JOR
400070861,32,400,2,5,1,JOR
400070862,27,400,1,5,1,JOR
400070863,35,400,2,5,1,JOR
400070864,25,400,1,5,1,JOR
400070865,28,400,2,5,1,JOR
400070866,35,400,1,5,1,JOR
400070867,60,400,2,5,1,JOR
400070868,70,400,1,8,1,JOR
400070869,67,400,2,5,1,JOR
400070870,54,400,1,5,1,JOR
400070871,53,400,2,5,1,JOR
400070872,21,400,1,5,1,JOR
400070873,53,400,2,5,1,JOR
400070874,29,400,1,5,1,JOR
400070875,43,400,2,5,1,JOR
400070876,20,400,1,5,1,JOR
400070877,61,400,2,5,1,JOR
400070878,59,400,1,5,1,JOR
400070879,59,400,2,5,1,JOR
400070880,35,400,1,5,1,JOR
400070881,28,400,2,5,1,JOR
400070882,35,400,1,5,1,JOR
400070883,42,400,2,5,1,JOR
400070884,21,400,1,5,1,JOR
400070885,38,400,2,5,1,JOR
400070886,24,400,1,5,1,JOR
400070887,46,400,2,5,1,JOR
400070888,57,400,1,5,1,JOR
400070889,53,400,2,5,1,JOR
400070890,40,400,1,5,1,JOR
400070891,51,400,2,5,1,JOR
400070892,58,400,1,5,1,JOR
400070893,33,400,2,5,1,JOR
400070894,28,400,1,5,1,JOR
400070895,50,400,2,5,1,JOR
400070896,65,400,1,5,2,JOR
400070897,52,400,2,5,2,JOR
400070898,46,400,1,5,2,JOR
400070899,18,400,2,5,2,JOR
400070900,20,400,1,5,2,JOR
400070901,31,400,2,5,2,JOR
400070902,32,400,1,5,2,JOR
400070903,35,400,2,5,2,JOR
400070904,22,400,1,5,1,JOR
400070905,34,400,2,5,1,JOR
400070906,60,400,1,5,1,JOR
400070907,29,400,2,5,1,JOR
400070908,40,400,1,5,1,JOR
400070909,42,400,2,5,1,JOR
400070910,19,400,1,5,2,JOR
400070911,25,400,2,5,2,JOR
400070912,57,400,1,5,2,JOR
