Column,Age,Country Code,Sex,Religion,,
Meaning,Years,,"1=Male
2=Female","0=No denomination
1=Roman Catholic
2=Protestant
3=Orthodox
4=Jew
5=Muslim
6=Hindu
7=Buddhist
8=Other","1=Urban
2=Rural",
D_INTERVIEW,Q262,Q266,Q260,Q289,H_URBRURAL,ISO3_Code
231071050,24,231,1,5,2,ETH
231071051,62,231,1,5,2,ETH
231071052,18,231,2,5,2,ETH
231071053,39,231,2,5,2,ETH
231071054,27,231,2,3,1,ETH
231071055,42,231,1,5,1,ETH
231071056,28,231,2,5,1,ETH
231071057,38,231,2,2,1,ETH
231071058,20,231,2,5,2,ETH
231071059,21,231,1,5,2,ETH
231071060,27,231,2,5,2,ETH
231071061,19,231,2,5,2,ETH
231071062,20,231,1,5,2,ETH
231071063,18,231,2,5,2,ETH
231071064,42,231,1,2,1,ETH
231071065,20,231,2,5,1,ETH
231071066,46,231,1,3,1,ETH
231071067,25,231,2,5,2,ETH
231071068,27,231,1,5,2,ETH
231071069,26,231,1,5,2,ETH
231071070,62,231,1,5,2,ETH
231071071,22,231,1,5,2,ETH
231071072,32,231,1,5,2,ETH
231071073,18,231,2,5,2,ETH
231071074,35,231,2,3,2,ETH
231071075,21,231,1,3,2,ETH
231071076,41,231,1,3,2,ETH
231071077,27,231,2,3,2,ETH
231071078,38,231,1,3,2,ETH
231071079,28,231,2,3,2,ETH
231071080,23,231,1,2,2,ETH
231071081,23,231,2,3,2,ETH
231071082,30,231,2,3,2,ETH
231071083,34,231,1,3,2,ETH
231071084,30,231,1,5,2,ETH
231071085,38,231,2,3,2,ETH
231071086,42,231,1,3,2,ETH
231071087,35,231,2,5,2,ETH
231071088,26,231,1,3,2,ETH
231071089,28,231,2,3,2,ETH
231071090,35,231,2,5,2,ETH
231071091,30,231,1,3,2,ETH
231071092,43,231,2,3,2,ETH
231071093,30,231,1,3,2,ETH
231071094,25,231,2,3,1,ETH
231071095,31,231,1,3,1,ETH
231071096,24,231,2,3,1,ETH
231071097,26,231,1,3,1,ETH
231071098,46,231,2,5,1,ETH
231071099,31,231,1,3,1,ETH
231071100,28,231,1,3,1,ETH
231071101,22,231,2,3,1,ETH
231071102,29,231,1,5,1,ETH
231071103,42,231,2,3,1,ETH
231071104,23,231,1,5,2,ETH
231071105,27,231,1,3,2,ETH
231071106,39,231,2,5,2,ETH
231071107,39,231,1,3,2,ETH
231071108,23,231,2,5,2,ETH
231071109,48,231,1,3,2,ETH
231071110,23,231,2,5,2,ETH
231071111,35,231,2,5,2,ETH
231071112,27,231,2,5,2,ETH
231071113,48,231,1,5,2,ETH
231071114,70,231,1,5,2,ETH
231071115,50,231,2,5,2,ETH
231071116,50,231,2,3,1,ETH
231071117,26,231,1,3,1,ETH
231071118,35,231,2,2,1,ETH
231071119,64,231,1,3,1,ETH
231071120,32,231,2,3,1,ETH
231071121,28,231,1,2,1,ETH
231071122,35,231,2,3,1,ETH
231071123,20,231,2,3,2,ETH
231071124,20,231,1,3,2,ETH
231071125,40,231,1,5,2,ETH
231071126,20,231,2,3,2,ETH
231071127,54,231,1,3,2,ETH
231071128,50,231,2,3,2,ETH
231071129,42,231,1,3,2,ETH
231071130,18,231,2,3,2,ETH
231071131,18,231,2,3,2,ETH
231071132,19,231,1,3,2,ETH
231071133,19,231,1,3,2,ETH
231071134,24,231,2,3,2,ETH
231071135,32,231,1,3,1,ETH
231071136,26,231,2,3,1,ETH
231071137,27,231,1,3,1,ETH
231071138,74,231,1,5,2,ETH
231071139,26,231,2,5,2,ETH
231071140,35,231,1,5,2,ETH
231071141,31,231,2,5,2,ETH
231071142,29,231,1,5,2,ETH
231071143,68,231,1,3,2,ETH
231071144,20,231,2,5,2,ETH
231071145,25,231,2,5,2,ETH
231071146,23,231,1,5,2,ETH
231071147,20,231,1,5,2,ETH
231071148,50,231,2,3,1,ETH
231071149,38,231,1,3,1,ETH
231071150,25,231,2,3,1,ETH
231071151,18,231,1,3,1,ETH
231071152,52,231,1,3,1,ETH
231071153,29,231,2,3,1,ETH
231071154,32,231,2,3,1,ETH
231071155,65,231,1,3,1,ETH
231071156,22,231,1,3,1,ETH
231071157,50,231,2,3,1,ETH
231071158,28,231,1,3,1,ETH
231071159,40,231,1,3,1,ETH
231071160,36,231,2,3,1,ETH
231071161,38,231,2,3,1,ETH
231071162,21,231,1,3,1,ETH
231071163,52,231,2,3,1,ETH
231071164,26,231,1,3,1,ETH
231071165,50,231,2,3,1,ETH
231071166,30,231,2,3,1,ETH
231071167,30,231,1,3,1,ETH
231071168,29,231,2,3,1,ETH
231071169,30,231,2,3,1,ETH
231071170,36,231,1,3,1,ETH
231071171,41,231,1,3,1,ETH
231071172,23,231,2,3,1,ETH
231071173,29,231,1,3,1,ETH
231071174,18,231,2,3,1,ETH
231071175,40,231,1,3,1,ETH
231071176,22,231,2,3,1,ETH
231071177,61,231,1,3,1,ETH
231071178,21,231,2,3,1,ETH
231071179,57,231,1,3,1,ETH
231071180,30,231,2,3,1,ETH
231071181,60,231,1,3,1,ETH
231071182,20,231,2,3,1,ETH
231071183,31,231,1,5,1,ETH
231071184,23,231,2,3,1,ETH
231071185,24,231,2,3,1,ETH
231071186,56,231,1,3,1,ETH
231071187,20,231,2,3,1,ETH
231071188,21,231,1,3,1,ETH
231071189,29,231,2,2,1,ETH
231071190,19,231,1,3,1,ETH
231071191,22,231,1,3,1,ETH
231071192,35,231,2,3,1,ETH
231071193,38,231,2,2,1,ETH
231071194,62,231,1,5,1,ETH
231071195,27,231,1,2,1,ETH
231071196,30,231,2,3,1,ETH
231071197,53,231,1,3,1,ETH
231071198,28,231,1,3,1,ETH
231071199,38,231,2,3,1,ETH
231071200,20,231,1,5,1,ETH
231071201,36,231,2,3,1,ETH
231071202,50,231,1,3,1,ETH
231071203,27,231,2,5,1,ETH
231071204,48,231,1,3,1,ETH
231071205,29,231,2,5,1,ETH
231071206,30,231,1,3,1,ETH
231071207,35,231,2,3,1,ETH
231071208,28,231,1,3,1,ETH
231071209,29,231,1,3,1,ETH
231071210,36,231,2,5,1,ETH
231071211,19,231,1,3,1,ETH
231071212,31,231,2,3,1,ETH
231071213,49,231,1,3,1,ETH
231071214,25,231,2,3,1,ETH
231071215,27,231,2,3,1,ETH
231071216,28,231,1,3,1,ETH
231071217,18,231,2,5,1,ETH
231071218,27,231,1,3,1,ETH
231071219,26,231,2,3,1,ETH
231071220,33,231,1,3,1,ETH
231071221,41,231,2,5,1,ETH
231071222,19,231,1,2,2,ETH
231071223,21,231,2,3,2,ETH
231071224,63,231,2,5,2,ETH
231071225,22,231,1,5,2,ETH
231071226,19,231,2,5,2,ETH
231071227,32,231,2,3,2,ETH
231071228,33,231,1,2,2,ETH
231071229,26,231,2,5,2,ETH
231071230,27,231,1,5,2,ETH
826070001,54,826,2,2,2,GBR
826070002,41,826,2,1,2,GBR
826070003,21,826,2,0,2,GBR
826070004,72,826,2,8,2,GBR
826070005,70,826,1,2,2,GBR
826070006,50,826,2,0,1,GBR
826070007,33,826,2,8,1,GBR
826070008,55,826,2,0,1,GBR
826070009,74,826,2,1,1,GBR
826070010,77,826,2,2,1,GBR
826070011,67,826,1,0,1,GBR
826070012,72,826,1,1,1,GBR
826070013,29,826,1,0,1,GBR
826070014,84,826,2,2,1,GBR
826070015,61,826,2,0,1,GBR
826070016,74,826,2,2,1,GBR
826070017,43,826,2,0,1,GBR
826070018,70,826,2,0,1,GBR
826070019,39,826,2,8,1,GBR
826070020,82,826,1,2,1,GBR
826070021,72,826,1,0,1,GBR
826070022,47,826,2,0,1,GBR
826070023,65,826,1,0,1,GBR
826070024,39,826,2,1,1,GBR
826070025,49,826,2,0,1,GBR
826070026,26,826,1,0,1,GBR
826070027,77,826,2,2,1,GBR
826070028,64,826,2,0,1,GBR
826070029,54,826,1,0,1,GBR
826070030,43,826,1,0,1,GBR
826070031,57,826,2,0,1,GBR
826070032,36,586,1,5,1,PAK
826070033,45,826,1,1,1,GBR
826070034,58,826,2,0,1,GBR
826070035,64,826,1,0,1,GBR
826070036,69,826,1,0,1,GBR
826070037,41,826,2,2,1,GBR
826070038,32,826,1,0,1,GBR
826070039,69,826,2,2,1,GBR
826070040,71,826,1,0,1,GBR
826070041,70,826,1,1,1,GBR
826070042,59,826,2,8,1,GBR
826070043,41,826,2,0,1,GBR
826070044,95,826,2,0,2,GBR
826070045,23,826,2,0,2,GBR
826070046,60,826,2,1,2,GBR
826070047,80,826,2,0,2,GBR
826070048,88,826,2,1,2,GBR
826070049,-2,826,1,-2,2,GBR
826070050,99,826,2,8,2,GBR
826070051,73,826,2,1,2,GBR
826070052,83,826,2,1,2,GBR
826070053,71,826,2,1,2,GBR
826070054,64,826,1,0,2,GBR
826070055,68,826,2,2,2,GBR
826070056,31,826,2,0,2,GBR
826070057,39,826,1,0,2,GBR
826070058,63,826,2,8,2,GBR
826070059,24,826,2,0,2,GBR
826070060,22,826,2,0,2,GBR
826070061,66,826,2,1,2,GBR
826070062,86,826,2,0,2,GBR
826070063,60,826,2,0,2,GBR
826070064,56,826,1,8,2,GBR
826070065,51,826,2,8,2,GBR
826070066,77,826,2,2,2,GBR
826070067,84,826,1,2,2,GBR
826070068,-2,826,1,8,2,GBR
826070069,56,826,1,4,1,GBR
826070070,44,826,1,4,1,GBR
826070071,44,826,1,0,1,GBR
826070072,60,826,1,0,1,GBR
826070073,25,826,2,1,1,GBR
826070074,79,826,1,2,1,GBR
826070075,30,642,1,8,1,ROU
826070076,75,826,2,1,1,GBR
826070077,39,642,2,8,1,ROU
826070078,34,356,2,8,1,IND
826070079,75,826,2,2,1,GBR
826070080,19,826,1,1,1,GBR
826070081,21,826,2,1,1,GBR
826070082,69,826,2,1,1,GBR
826070083,63,826,1,0,1,GBR
826070084,44,826,2,2,1,GBR
826070085,73,826,1,0,1,GBR
826070086,43,826,1,0,1,GBR
826070087,81,826,1,0,1,GBR
826070088,39,50,2,5,1,BGD
826070089,33,826,2,5,1,GBR
826070090,18,826,2,5,1,GBR
826070091,29,826,1,0,1,GBR
826070092,40,826,1,0,2,GBR
826070093,27,826,2,0,2,GBR
826070094,85,826,2,0,2,GBR
826070095,43,826,2,2,2,GBR
826070096,60,826,2,0,2,GBR
826070097,57,826,2,2,1,GBR
826070098,44,826,2,8,1,GBR
826070099,63,826,2,0,1,GBR
826070100,81,826,1,0,1,GBR
826070101,67,826,2,1,1,GBR
826070102,51,826,2,0,1,GBR
826070103,69,826,2,0,1,GBR
826070104,59,826,1,0,1,GBR
826070105,73,826,2,0,1,GBR
826070106,57,826,2,2,1,GBR
826070107,66,826,2,2,1,GBR
826070108,47,826,2,1,1,GBR
826070109,41,826,1,0,1,GBR
826070110,73,826,1,0,1,GBR
826070111,53,826,1,0,1,GBR
826070112,78,826,1,1,1,GBR
826070113,39,826,1,1,1,GBR
826070114,43,826,1,0,1,GBR
826070115,73,826,2,0,1,GBR
826070116,42,826,1,2,1,GBR
826070117,71,826,2,2,1,GBR
826070118,80,826,2,0,1,GBR
826070119,37,826,1,0,1,GBR
826070120,64,826,1,0,1,GBR
826070121,71,826,1,-1,1,GBR
826070122,56,826,2,2,1,GBR
826070123,27,826,2,0,1,GBR
826070124,34,826,2,0,1,GBR
826070125,88,826,1,0,1,GBR
826070126,64,586,2,5,1,PAK
826070127,22,826,2,5,1,GBR
826070128,33,368,2,5,1,IRQ
826070129,45,826,2,1,1,GBR
826070130,22,826,1,0,1,GBR
826070131,23,826,1,2,1,GBR
826070132,68,826,1,0,1,GBR
826070133,38,826,2,0,1,GBR
826070134,39,826,1,1,1,GBR
826070135,67,826,1,2,1,GBR
826070136,79,826,1,2,1,GBR
826070137,38,826,1,8,1,GBR
826070138,74,826,2,1,1,GBR
826070139,34,826,2,0,1,GBR
826070140,39,826,2,8,1,GBR
826070141,30,826,2,0,1,GBR
826070142,39,826,1,0,1,GBR
826070143,44,826,2,0,1,GBR
826070144,44,826,1,0,1,GBR
826070145,22,826,2,0,1,GBR
826070146,35,826,1,0,1,GBR
826070147,75,826,1,0,1,GBR
826070148,89,372,1,1,1,IRL
826070149,57,826,2,1,1,GBR
826070150,62,826,1,2,1,GBR
826070151,71,826,1,2,1,GBR
826070152,63,826,2,0,1,GBR
826070153,32,826,1,0,1,GBR
826070154,42,826,2,0,1,GBR
826070155,37,826,1,5,1,GBR
826070156,47,826,1,5,1,GBR
826070157,56,826,1,1,1,GBR
826070158,44,826,2,5,1,GBR
826070159,42,826,2,0,1,GBR
826070160,59,826,1,0,1,GBR
826070161,58,826,1,0,1,GBR
826070162,31,826,2,0,1,GBR
826070163,59,826,1,0,1,GBR
826070164,81,826,1,8,1,GBR
826070165,50,826,2,0,1,GBR
826070166,67,826,1,0,1,GBR
826070167,42,826,2,0,1,GBR
826070168,57,826,1,0,1,GBR
826070169,84,826,2,0,1,GBR
826070170,31,826,2,0,1,GBR
826070171,70,826,1,0,2,GBR
826070172,55,826,2,-2,2,GBR
826070173,65,380,2,1,2,ITA
826070174,51,826,2,0,1,GBR
826070175,55,826,1,0,1,GBR
826070176,31,826,2,0,1,GBR
826070177,26,826,1,0,1,GBR
826070178,36,826,1,0,1,GBR
826070179,55,826,2,0,1,GBR
826070180,83,826,2,8,1,GBR
826070181,31,826,1,0,1,GBR
826070182,64,826,2,0,1,GBR
826070183,54,826,2,0,1,GBR
826070184,42,826,2,8,1,GBR
826070185,66,826,1,0,1,GBR
826070186,79,826,1,2,1,GBR
826070187,79,826,2,2,1,GBR
826070188,50,826,1,8,1,GBR
826070189,40,826,2,0,1,GBR
826070190,66,276,2,2,1,DEU
826070191,35,826,2,0,1,GBR
826070192,63,826,1,8,1,GBR
826070193,83,826,2,2,1,GBR
826070194,27,356,1,6,1,IND
826070195,63,826,2,2,1,GBR
826070196,38,826,1,0,1,GBR
826070197,78,826,2,0,1,GBR
826070198,81,826,1,0,1,GBR
826070199,35,826,2,-1,1,GBR
826070200,40,826,1,0,1,GBR
826070201,51,826,2,0,1,GBR
826070202,22,826,2,0,1,GBR
826070203,23,616,1,1,1,POL
826070204,24,826,1,0,1,GBR
826070205,24,826,1,0,1,GBR
826070206,70,826,-5,0,1,GBR
826070207,74,826,1,0,1,GBR
826070208,30,826,2,0,1,GBR
826070209,61,826,2,7,1,GBR
826070210,40,826,1,0,1,GBR
826070211,62,826,2,0,1,GBR
826070212,67,826,2,2,1,GBR
826070213,26,826,2,0,1,GBR
826070214,76,826,1,0,1,GBR
826070215,71,826,2,0,1,GBR
826070216,62,826,1,0,1,GBR
826070217,37,826,2,0,1,GBR
826070218,-2,826,1,0,1,GBR
826070219,-2,826,2,2,1,GBR
826070220,25,826,1,0,1,GBR
826070221,21,826,1,0,1,GBR
826070222,55,826,1,0,1,GBR
826070223,76,826,2,0,1,GBR
826070224,74,826,1,8,1,GBR
826070225,55,826,1,0,1,GBR
826070226,77,826,2,6,1,GBR
826070227,65,826,1,0,1,GBR
826070228,36,703,2,1,1,SVK
826070229,77,826,2,0,1,GBR
826070230,59,826,1,0,1,GBR
826070231,56,826,1,0,1,GBR
826070232,37,586,2,5,1,PAK
826070233,49,826,2,8,1,GBR
826070234,38,586,1,5,1,PAK
826070235,43,826,2,5,1,GBR
826070236,44,826,2,1,1,GBR
826070237,37,826,1,0,1,GBR
826070238,65,826,1,0,1,GBR
826070239,56,826,1,8,1,GBR
826070240,37,9999,2,8,1,
826070241,28,826,2,0,1,GBR
826070242,21,887,2,5,1,YEM
826070243,54,586,2,5,1,PAK
826070244,36,356,2,1,1,IND
826070245,41,566,2,8,1,NGA
826070246,24,826,2,5,1,GBR
826070247,50,826,2,0,1,GBR
826070248,74,28,2,0,1,ATG
826070249,19,826,1,0,1,GBR
826070250,59,826,1,0,1,GBR
826070251,58,826,2,0,1,GBR
826070252,31,826,1,0,1,GBR
826070253,55,826,2,0,1,GBR
826070254,50,826,1,0,1,GBR
826070255,68,826,2,2,1,GBR
826070256,-2,826,1,0,1,GBR
826070257,23,826,1,0,2,GBR
826070258,21,826,2,1,2,GBR
826070259,32,826,1,5,2,GBR
826070260,21,826,2,1,2,GBR
826070261,18,826,2,1,2,GBR
826070262,30,826,2,1,2,GBR
826070263,20,826,2,0,2,GBR
826070264,43,826,2,0,2,GBR
826070265,19,826,2,0,2,GBR
826070266,18,826,2,0,2,GBR
826070267,35,826,2,8,1,GBR
826070268,23,826,2,0,1,GBR
826070269,21,826,1,4,1,GBR
826070270,38,826,1,0,1,GBR
826070271,64,826,2,0,1,GBR
826070272,30,826,1,0,1,GBR
826070273,60,826,1,0,1,GBR
826070274,89,826,1,0,1,GBR
826070275,87,826,2,0,1,GBR
826070276,64,826,1,0,1,GBR
826070277,83,826,2,2,1,GBR
826070278,36,826,2,1,1,GBR
826070279,31,356,2,6,1,IND
826070280,65,826,2,0,1,GBR
826070281,77,826,2,2,1,GBR
826070282,21,716,1,8,2,ZWE
826070283,26,826,1,0,1,GBR
826070284,38,826,2,0,1,GBR
826070285,46,826,2,0,1,GBR
826070286,44,826,1,0,1,GBR
826070287,55,826,2,8,1,GBR
826070288,54,826,2,0,1,GBR
826070289,85,826,1,8,1,GBR
826070290,51,826,1,0,1,GBR
826070291,64,826,1,0,1,GBR
826070292,52,826,2,0,1,GBR
826070293,23,826,2,0,1,GBR
826070294,74,826,2,8,1,GBR
826070295,42,826,2,8,1,GBR
826070296,28,826,2,2,1,GBR
826070297,22,826,1,0,1,GBR
826070298,31,826,1,0,1,GBR
826070299,22,356,1,6,1,IND
826070300,38,826,1,0,1,GBR
826070301,31,356,1,6,1,IND
826070302,58,404,1,6,1,KEN
826070303,58,826,1,6,1,GBR
826070304,39,826,2,8,1,GBR
826070305,36,826,2,5,1,GBR
826070306,24,826,2,1,1,GBR
826070307,50,826,1,0,1,GBR
826070308,82,826,2,2,1,GBR
826070309,41,826,1,0,1,GBR
826070310,67,826,2,-2,1,GBR
826070311,51,826,2,2,1,GBR
826070312,44,710,1,0,1,ZAF
826070313,73,554,1,0,1,NZL
826070314,82,826,2,1,1,GBR
826070315,64,826,1,8,1,GBR
826070316,47,826,2,2,1,GBR
826070317,54,826,1,0,1,GBR
826070318,91,826,2,2,1,GBR
826070319,79,826,1,0,1,GBR
826070320,52,826,2,2,1,GBR
826070321,38,826,2,0,1,GBR
826070322,36,826,2,0,1,GBR
826070323,72,826,2,0,1,GBR
826070324,46,826,2,1,1,GBR
826070325,67,826,1,8,1,GBR
826070326,40,826,2,1,1,GBR
826070327,80,826,1,8,1,GBR
826070328,43,826,2,8,1,GBR
826070329,79,826,2,8,1,GBR
826070330,46,826,2,0,1,GBR
826070331,50,826,2,8,1,GBR
826070332,59,826,2,0,1,GBR
826070333,72,826,1,0,1,GBR
826070334,85,826,1,0,1,GBR
826070335,78,826,1,0,1,GBR
826070336,44,826,1,8,1,GBR
826070337,82,826,2,8,1,GBR
826070338,75,826,2,8,1,GBR
826070339,70,826,2,0,1,GBR
826070340,73,826,1,1,1,GBR
826070341,22,826,2,0,1,GBR
826070342,28,826,1,0,1,GBR
826070343,54,826,1,0,2,GBR
826070344,56,826,2,0,2,GBR
826070345,74,826,2,0,2,GBR
826070346,68,826,1,0,1,GBR
826070347,73,826,2,0,1,GBR
826070348,68,826,1,0,1,GBR
826070349,57,826,2,2,1,GBR
826070350,54,826,2,0,1,GBR
826070351,42,826,2,2,1,GBR
826070352,71,826,2,2,1,GBR
826070353,64,826,2,8,1,GBR
826070354,39,826,2,1,1,GBR
826070355,64,826,1,0,1,GBR
826070356,80,826,2,0,1,GBR
826070357,59,826,1,2,1,GBR
826070358,69,826,2,2,1,GBR
826070359,30,826,1,0,1,GBR
826070360,69,826,2,0,1,GBR
826070361,68,826,1,0,1,GBR
826070362,83,826,1,2,1,GBR
826070363,75,826,2,2,1,GBR
826070364,38,826,1,2,1,GBR
826070365,42,826,2,1,1,GBR
826070366,34,826,1,0,1,GBR
826070367,28,826,1,2,1,GBR
826070368,44,826,2,6,1,GBR
826070369,25,826,2,1,1,GBR
826070370,50,826,2,1,1,GBR
826070371,80,826,2,8,1,GBR
826070372,63,826,1,0,1,GBR
826070373,53,826,1,0,1,GBR
826070374,23,826,1,0,1,GBR
826070375,18,826,1,0,1,GBR
826070376,47,826,1,0,1,GBR
826070377,23,826,2,0,1,GBR
826070378,53,826,1,0,1,GBR
826070379,39,826,1,5,1,GBR
826070380,18,826,1,0,1,GBR
826070381,40,356,1,0,1,IND
826070382,79,826,2,8,1,GBR
826070383,62,826,2,1,1,GBR
826070384,51,826,2,0,1,GBR
826070385,30,826,2,0,1,GBR
826070386,37,826,2,8,1,GBR
826070387,62,388,1,8,1,JAM
826070388,28,826,2,0,1,GBR
826070389,81,826,2,2,1,GBR
826070390,32,826,2,2,1,GBR
826070391,31,826,2,1,1,GBR
826070392,43,372,1,1,1,IRL
826070393,33,586,1,5,1,PAK
826070394,53,826,2,1,1,GBR
826070395,20,826,1,0,1,GBR
826070396,27,826,2,0,1,GBR
826070397,71,826,2,0,2,GBR
826070398,82,826,1,0,2,GBR
826070399,67,826,1,0,2,GBR
826070400,58,826,1,2,2,GBR
826070401,80,826,1,0,2,GBR
826070402,40,826,2,0,2,GBR
826070403,84,710,2,0,2,ZAF
826070404,78,826,2,0,2,GBR
826070405,48,826,2,0,2,GBR
826070406,29,826,2,0,2,GBR
826070407,41,826,2,0,2,GBR
826070408,21,826,2,0,2,GBR
826070409,61,826,1,0,2,GBR
826070410,77,826,1,0,2,GBR
826070411,-2,826,1,5,2,GBR
826070412,-2,826,2,-2,2,GBR
826070413,-2,826,1,-2,2,GBR
826070414,51,826,2,-2,2,GBR
826070415,75,826,2,4,2,GBR
826070416,18,826,1,-2,2,GBR
826070417,-2,826,2,-2,2,GBR
826070418,64,826,2,1,2,GBR
826070419,65,840,2,0,2,USA
826070420,26,826,1,0,2,GBR
826070421,-2,826,2,8,2,GBR
826070422,55,826,1,0,2,GBR
826070423,50,826,2,8,2,GBR
826070424,27,826,2,0,2,GBR
826070425,72,826,2,1,2,GBR
826070426,24,826,2,0,2,GBR
826070427,-2,826,2,0,2,GBR
826070428,34,826,2,0,2,GBR
826070429,88,826,1,8,2,GBR
826070430,50,826,2,2,2,GBR
826070431,77,826,2,2,2,GBR
826070432,42,826,2,0,1,GBR
826070433,21,826,2,8,1,GBR
826070434,55,826,2,0,1,GBR
826070435,61,826,2,1,1,GBR
826070436,38,356,1,6,1,IND
826070437,81,826,1,2,1,GBR
826070438,29,616,2,1,1,POL
826070439,22,440,1,1,1,LTU
826070440,31,826,1,0,1,GBR
826070441,73,826,1,2,1,GBR
826070442,61,826,2,2,1,GBR
826070443,63,826,2,2,1,GBR
826070444,24,826,2,0,1,GBR
826070445,74,826,2,8,1,GBR
826070446,60,826,2,0,1,GBR
826070447,69,826,1,0,1,GBR
826070448,45,826,2,8,1,GBR
826070449,-2,826,1,0,1,GBR
826070450,20,826,2,0,1,GBR
826070451,-2,826,2,8,1,GBR
826070452,79,826,2,8,1,GBR
826070453,70,826,1,0,1,GBR
826070454,72,826,1,0,1,GBR
826070455,-2,826,1,8,1,GBR
826070456,26,344,2,0,1,HKG
826070457,-2,826,1,8,1,GBR
826070458,65,826,2,8,1,GBR
826070459,38,826,2,0,1,GBR
826070460,53,826,1,8,1,GBR
826070461,79,826,2,8,1,GBR
826070462,75,826,2,8,1,GBR
826070463,65,826,2,8,1,GBR
826070464,50,826,1,0,1,GBR
826070465,84,826,1,8,1,GBR
826070466,63,826,2,8,1,GBR
826070467,58,826,1,1,1,GBR
826070468,76,826,2,8,1,GBR
826070469,44,643,2,0,1,RUS
826070470,29,826,2,0,1,GBR
826070471,70,826,2,1,1,GBR
826070472,-2,826,1,0,1,GBR
826070473,42,826,2,0,1,GBR
826070474,37,428,2,0,1,LVA
826070475,65,826,1,0,1,GBR
826070476,65,826,1,0,1,GBR
826070477,44,736,1,5,1,
826070478,51,826,2,0,1,GBR
826070479,44,826,1,0,1,GBR
826070480,43,826,2,0,1,GBR
826070481,77,826,2,0,1,GBR
826070482,64,826,2,0,1,GBR
826070483,67,826,2,8,1,GBR
826070484,95,826,2,2,1,GBR
826070485,72,826,2,1,1,GBR
826070486,-2,826,2,0,1,GBR
826070487,26,4,1,5,1,AFG
826070488,18,586,1,5,1,PAK
826070489,24,356,2,0,1,IND
826070490,-2,356,2,0,1,IND
826070491,38,356,1,6,1,IND
826070492,64,826,2,8,1,GBR
826070493,68,826,2,0,1,GBR
826070494,45,826,2,0,1,GBR
826070495,49,826,2,8,1,GBR
826070496,26,620,2,1,1,PRT
826070497,37,620,2,2,1,PRT
826070498,52,608,1,9,1,PHL
826070499,66,826,1,0,1,GBR
826070500,30,826,2,8,1,GBR
826070501,40,826,1,0,1,GBR
826070502,68,826,2,7,1,GBR
826070503,53,372,2,1,1,IRL
826070504,44,826,1,0,1,GBR
826070505,32,826,1,0,1,GBR
826070506,38,320,1,1,1,GTM
826070507,38,458,2,0,1,MYS
826070508,32,826,2,0,1,GBR
826070509,24,9999,1,7,1,
826070510,34,608,2,1,1,PHL
826070511,48,9999,2,5,1,
826070512,51,826,2,8,1,GBR
826070513,42,9999,2,5,1,
826070514,40,288,2,8,1,GHA
826070515,49,232,1,8,1,ERI
826070516,59,826,1,8,1,GBR
826070517,33,826,1,9,1,GBR
826070518,21,706,2,5,1,SOM
826070519,53,124,1,0,1,CAN
826070520,66,826,1,0,1,GBR
826070521,55,826,2,1,1,GBR
826070522,30,50,1,5,1,BGD
826070523,47,50,1,5,1,BGD
826070524,27,642,2,8,1,ROU
826070525,46,826,2,8,1,GBR
826070526,23,826,2,8,1,GBR
826070527,56,826,1,8,1,GBR
826070528,23,642,2,-2,1,ROU
826070529,32,566,2,8,1,NGA
826070530,46,50,1,5,1,BGD
826070531,35,826,2,0,1,GBR
826070532,64,826,1,0,1,GBR
826070533,80,826,2,8,1,GBR
826070534,38,826,1,0,1,GBR
826070535,58,826,2,0,1,GBR
826070536,57,826,1,0,1,GBR
826070537,-2,826,2,5,1,GBR
826070538,50,232,1,5,1,ERI
826070539,33,218,2,0,1,ECU
826070540,74,826,1,0,1,GBR
826070541,27,826,1,0,1,GBR
826070542,38,710,2,8,1,ZAF
826070543,33,724,2,0,1,ESP
826070544,41,826,2,0,1,GBR
826070545,27,826,2,4,1,GBR
826070546,21,826,2,4,1,GBR
826070547,27,826,2,-2,1,GBR
826070548,55,826,2,4,1,GBR
826070549,64,826,2,1,1,GBR
826070550,-2,276,2,0,1,DEU
826070551,55,826,2,1,1,GBR
826070552,38,826,2,8,1,GBR
826070553,46,826,1,0,1,GBR
826070554,41,616,2,1,1,POL
826070555,75,826,1,0,1,GBR
826070556,39,356,2,6,1,IND
826070557,39,620,1,1,1,PRT
826070558,48,826,1,0,1,GBR
826070559,84,372,2,1,1,IRL
826070560,80,826,1,2,1,GBR
826070561,61,826,2,0,1,GBR
826070562,52,826,2,0,1,GBR
826070563,62,826,1,0,1,GBR
826070564,39,288,2,8,1,GHA
826070565,-2,826,2,-2,1,GBR
826070566,32,643,2,0,1,RUS
826070567,79,826,2,2,1,GBR
826070568,57,250,2,0,1,FRA
826070569,59,826,2,2,1,GBR
826070570,51,380,2,0,1,ITA
826070571,70,826,1,8,1,GBR
826070572,58,826,2,2,1,GBR
826070573,38,826,2,2,1,GBR
826070574,73,826,1,0,1,GBR
826070575,66,372,2,1,1,IRL
826070576,34,826,2,0,1,GBR
826070577,83,826,1,0,1,GBR
826070578,63,826,1,0,1,GBR
826070579,30,826,2,7,1,GBR
826070580,70,826,1,0,1,GBR
826070581,52,826,1,0,1,GBR
826070582,54,826,2,0,1,GBR
826070583,-2,826,2,-2,1,GBR
826070584,-2,826,1,-2,1,GBR
826070585,30,826,2,-2,1,GBR
826070586,30,826,1,7,1,GBR
