country,environment,count,proportion,population_proportion,sample_proportion,benchmark_proportion,deviation,abs_deviation,normalized_deviation,tvd_contribution
Russian Federation,Urban,5.0,0.008333333333333333,0.0140392843694997,0.008333333333333333,0.0140392843694997,-0.0057059510361663675,0.0057059510361663675,-0.4064274849053223,0.0028529755180831838
Republic of Korea,Urban,,,0.0054604859594054,0.0,0.0054604859594054,-0.0054604859594054,0.0054604859594054,-1.0,0.0027302429797027
Colombia,Urban,,,0.0052348763614857,0.0,0.0052348763614857,-0.0052348763614857,0.0052348763614857,-1.0,0.00261743818074285
United Republic of Tanzania,Rural,,,0.0051270501715392,0.0,0.0051270501715392,-0.0051270501715392,0.0051270501715392,-1.0,0.0025635250857696
Korea South,Urban,3.0,0.005,,0.005,0.0,0.005,0.005,inf,0.0025
Vietnam,Urban,3.0,0.005,,0.005,0.0,0.005,0.005,inf,0.0025
Myanmar,Rural,,,0.0048982961889796,0.0,0.0048982961889796,-0.0048982961889796,0.0048982961889796,-1.0,0.0024491480944898
Democratic Republic of the Congo,Urban,,,0.0048933175799662,0.0,0.0048933175799662,-0.0048933175799662,0.0048933175799662,-1.0,0.0024466587899831
Russian Federation,Rural,,,0.0048224379095397,0.0,0.0048224379095397,-0.0048224379095397,0.0048224379095397,-1.0,0.00241121895476985
Viet Nam,Urban,,,0.0045408844682334,0.0,0.0045408844682334,-0.0045408844682334,0.0045408844682334,-1.0,0.0022704422341167
Thailand,Rural,,,0.0045366919553801,0.0,0.0045366919553801,-0.0045366919553801,0.0045366919553801,-1.0,0.00226834597769005
Thailand,Urban,,,0.0045273898174868,0.0,0.0045273898174868,-0.0045273898174868,0.0045273898174868,-1.0,0.0022636949087434
Uganda,Rural,,,0.0044211358198603,0.0,0.0044211358198603,-0.0044211358198603,0.0044211358198603,-1.0,0.00221056790993015
Indonesia,Urban,9.0,0.015,0.0193383585840521,0.015,0.0193383585840521,-0.004338358584052099,0.004338358584052099,-0.22433954594418598,0.0021691792920260494
Australia,Urban,4.0,0.006666666666666667,0.0027915584801826,0.006666666666666667,0.0027915584801826,0.0038751081864840673,0.0038751081864840673,1.38815225043417,0.0019375540932420336
Spain,Rural,3.0,0.005,0.0011961763234649,0.005,0.0011961763234649,0.0038038236765351,0.0038038236765351,3.1799857612268796,0.00190191183826755
Venezuela (Bolivarian Republic of),Urban,,,0.0037422107696746,0.0,0.0037422107696746,-0.0037422107696746,0.0037422107696746,-1.0,0.0018711053848373
Iraq,Urban,,,0.0036322883233014,0.0,0.0036322883233014,-0.0036322883233014,0.0036322883233014,-1.0,0.0018161441616507
Sudan,Rural,,,0.0035545958194882,0.0,0.0035545958194882,-0.0035545958194882,0.0035545958194882,-1.0,0.0017772979097441
Afghanistan,Rural,,,0.0035505343226615,0.0,0.0035505343226615,-0.0035505343226615,0.0035505343226615,-1.0,0.00177526716133075
Belgium,Urban,3.0,0.005,0.0014764196045045,0.005,0.0014764196045045,0.0035235803954955,0.0035235803954955,2.386571124323458,0.00176179019774775
Kenya,Rural,5.0,0.008333333333333333,0.0048710448554329,0.008333333333333333,0.0048710448554329,0.0034622884779004336,0.0034622884779004336,0.7107896931063536,0.0017311442389502168
Spain,Urban,5.0,0.008333333333333333,0.0048825742657796,0.008333333333333333,0.0048825742657796,0.003450759067553733,0.003450759067553733,0.7067499396248815,0.0017253795337768664
Mexico,Rural,,,0.0033996038599417,0.0,0.0033996038599417,-0.0033996038599417,0.0033996038599417,-1.0,0.00169980192997085
Ireland {Republic},Urban,2.0,0.0033333333333333335,,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335,inf,0.0016666666666666668
Peru,Urban,,,0.0033225664362618,0.0,0.0033225664362618,-0.0033225664362618,0.0033225664362618,-1.0,0.0016612832181309
Philippines,Urban,2.0,0.0033333333333333335,0.0065458227243105,0.0033333333333333335,0.0065458227243105,-0.0032124893909771667,0.0032124893909771667,-0.49076938473239085,0.0016062446954885833
Nepal,Rural,,,0.0031150370500221,0.0,0.0031150370500221,-0.0031150370500221,0.0031150370500221,-1.0,0.00155751852501105
Chile,Rural,2.0,0.0033333333333333335,0.0002964892683462,0.0033333333333333335,0.0002964892683462,0.0030368440649871336,0.0030368440649871336,10.24267786124764,0.0015184220324935668
Hungary,Rural,2.0,0.0033333333333333335,0.0003637004900261,0.0033333333333333335,0.0003637004900261,0.0029696328433072338,0.0029696328433072338,8.16505043227774,0.0014848164216536169
Ethiopia,Urban,,,0.0029253258434091,0.0,0.0029253258434091,-0.0029253258434091,0.0029253258434091,-1.0,0.00146266292170455
Malawi,Urban,2.0,0.0033333333333333335,0.0004252780225593,0.0033333333333333335,0.0004252780225593,0.0029080553107740338,0.0029080553107740338,6.838009858288738,0.0014540276553870169
Iran (Islamic Republic of),Rural,,,0.0026972269409827,0.0,0.0026972269409827,-0.0026972269409827,0.0026972269409827,-1.0,0.00134861347049135
Turkey,Rural,,,0.0026677483349828,0.0,0.0026677483349828,-0.0026677483349828,0.0026677483349828,-1.0,0.0013338741674914
Angola,Urban,,,0.0026415451296495,0.0,0.0026415451296495,-0.0026415451296495,0.0026415451296495,-1.0,0.00132077256482475
United Republic of Tanzania,Urban,,,0.0026149488762362,0.0,0.0026149488762362,-0.0026149488762362,0.0026149488762362,-1.0,0.0013074744381181
Mozambique,Rural,,,0.0025603151931163,0.0,0.0025603151931163,-0.0025603151931163,0.0025603151931163,-1.0,0.00128015759655815
South Africa,Rural,,,0.002530181506983,0.0,0.002530181506983,-0.002530181506983,0.002530181506983,-1.0,0.0012650907534915
Niger,Rural,,,0.0024430558492498,0.0,0.0024430558492498,-0.0024430558492498,0.0024430558492498,-1.0,0.0012215279246249
"China, Taiwan Province of China",Urban,,,0.0024261547818098,0.0,0.0024261547818098,-0.0024261547818098,0.0024261547818098,-1.0,0.0012130773909049
Yemen,Rural,,,0.0024002136085298,0.0,0.0024002136085298,-0.0024002136085298,0.0024002136085298,-1.0,0.0012001068042649
Ukraine,Urban,1.0,0.0016666666666666668,0.0039987401498875,0.0016666666666666668,0.0039987401498875,-0.0023320734832208328,0.0023320734832208328,-0.5832020575996775,0.0011660367416104164
Sri Lanka,Rural,,,0.0022376227194367,0.0,0.0022376227194367,-0.0022376227194367,0.0022376227194367,-1.0,0.00111881135971835
Ghana,Urban,,,0.0021639917124502,0.0,0.0021639917124502,-0.0021639917124502,0.0021639917124502,-1.0,0.0010819958562251
Madagascar,Rural,,,0.0021612403758902,0.0,0.0021612403758902,-0.0021612403758902,0.0021612403758902,-1.0,0.0010806201879451
Myanmar,Urban,,,0.0021575719271435,0.0,0.0021575719271435,-0.0021575719271435,0.0021575719271435,-1.0,0.00107878596357175
Uzbekistan,Urban,,,0.0021404088276502,0.0,0.0021404088276502,-0.0021404088276502,0.0021404088276502,-1.0,0.0010702044138251
Uzbekistan,Rural,,,0.0020999248754103,0.0,0.0020999248754103,-0.0020999248754103,0.0020999248754103,-1.0,0.00104996243770515
Malawi,Rural,,,0.0020856441285036,0.0,0.0020856441285036,-0.0020856441285036,0.0020856441285036,-1.0,0.0010428220642518
Dem. People's Republic of Korea,Urban,,,0.0020769970707436,0.0,0.0020769970707436,-0.0020769970707436,0.0020769970707436,-1.0,0.0010384985353718
Argentina,Urban,2.0,0.0033333333333333335,0.0053789939908189,0.0033333333333333335,0.0053789939908189,-0.002045660657485567,0.002045660657485567,-0.3803054364770046,0.0010228303287427834
Brazil,Rural,1.0,0.0016666666666666668,0.0037105048912213,0.0016666666666666668,0.0037105048912213,-0.0020438382245546336,0.0020438382245546336,-0.5508248296317193,0.0010219191122773168
Pakistan,Urban,7.0,0.011666666666666667,0.0096467100434527,0.011666666666666667,0.0096467100434527,0.0020199566232139664,0.0020199566232139664,0.20939331794106605,0.0010099783116069832
Sudan,Urban,,,0.0018840104634639,0.0,0.0018840104634639,-0.0018840104634639,0.0018840104634639,-1.0,0.00094200523173195
Burkina Faso,Rural,,,0.0018280666200773,0.0,0.0018280666200773,-0.0018280666200773,0.0018280666200773,-1.0,0.00091403331003865
Cameroon,Urban,,,0.001822694962984,0.0,0.001822694962984,-0.001822694962984,0.001822694962984,-1.0,0.000911347481492
Malaysia,Urban,3.0,0.005,0.003192074473702,0.005,0.003192074473702,0.0018079255262980001,0.0018079255262980001,0.5663794943359398,0.0009039627631490001
Morocco,Rural,,,0.0017803767863707,0.0,0.0017803767863707,-0.0017803767863707,0.0017803767863707,-1.0,0.00089018839318535
Ukraine,Rural,,,0.0017671441676774,0.0,0.0017671441676774,-0.0017671441676774,0.0017671441676774,-1.0,0.0008835720838387
Ghana,Rural,,,0.0016961334812242,0.0,0.0016961334812242,-0.0016961334812242,0.0016961334812242,-1.0,0.0008480667406121
Palestine,Urban,1.0,0.0016666666666666668,,0.0016666666666666668,0.0,0.0016666666666666668,0.0016666666666666668,inf,0.0008333333333333334
Côte d'Ivoire,Urban,,,0.0016569596892509,0.0,0.0016569596892509,-0.0016569596892509,0.0016569596892509,-1.0,0.00082847984462545
Cambodia,Rural,,,0.0016306254678909,0.0,0.0016306254678909,-0.0016306254678909,0.0016306254678909,-1.0,0.00081531273394545
Côte d'Ivoire,Rural,,,0.0016061254709043,0.0,0.0016061254709043,-0.0016061254709043,0.0016061254709043,-1.0,0.00080306273545215
Israel,Rural,1.0,0.0016666666666666668,8.39812730932124e-05,0.0016666666666666668,8.39812730932124e-05,0.0015826853935734543,0.0015826853935734543,18.845694227769112,0.0007913426967867272
Chad,Rural,,,0.0015476923230111,0.0,0.0015476923230111,-0.0015476923230111,0.0015476923230111,-1.0,0.00077384616150555
Iraq,Rural,,,0.0015218821657578,0.0,0.0015218821657578,-0.0015218821657578,0.0015218821657578,-1.0,0.0007609410828789
Algeria,Rural,,,0.0015064222746111,0.0,0.0015064222746111,-0.0015064222746111,0.0015064222746111,-1.0,0.00075321113730555
Zimbabwe,Rural,,,0.0015022297617578,0.0,0.0015022297617578,-0.0015022297617578,0.0015022297617578,-1.0,0.0007511148808789
Latvia,Urban,1.0,0.0016666666666666668,0.0001722860750664,0.0016666666666666668,0.0001722860750664,0.0014943805916002668,0.0014943805916002668,8.673832699620815,0.0007471902958001334
Netherlands,Rural,1.0,0.0016666666666666668,0.000190497302773,0.0016666666666666668,0.000190497302773,0.0014761693638936668,0.0014761693638936668,7.7490302613507165,0.0007380846819468334
Mali,Rural,,,0.0014430105177045,0.0,0.0014430105177045,-0.0014430105177045,0.0014430105177045,-1.0,0.00072150525885225
Mozambique,Urban,,,0.0014394730849845,0.0,0.0014394730849845,-0.0014394730849845,0.0014394730849845,-1.0,0.00071973654249225
Albania,Urban,1.0,0.0016666666666666668,0.0002318983671996,0.0016666666666666668,0.0002318983671996,0.0014347682994670667,0.0014347682994670667,6.187056497177188,0.0007173841497335334
Armenia,Urban,1.0,0.0016666666666666668,0.0002427726974129,0.0016666666666666668,0.0002427726974129,0.0014238939692537667,0.0014238939692537667,5.865132218027193,0.0007119469846268834
Cameroon,Rural,,,0.0014105185430913,0.0,0.0014105185430913,-0.0014105185430913,0.0014105185430913,-1.0,0.00070525927154565
Ecuador,Urban,,,0.0014099944789846,0.0,0.0014099944789846,-0.0014099944789846,0.0014099944789846,-1.0,0.0007049972394923
Japan,Rural,,,0.0013971549083713,0.0,0.0013971549083713,-0.0013971549083713,0.0013971549083713,-1.0,0.00069857745418565
Angola,Rural,,,0.0013904730910113,0.0,0.0013904730910113,-0.0013904730910113,0.0013904730910113,-1.0,0.00069523654550565
Yemen,Urban,,,0.0013881148025313,0.0,0.0013881148025313,-0.0013881148025313,0.0013881148025313,-1.0,0.00069405740126565
Uganda,Urban,,,0.0013789436806646,0.0,0.0013789436806646,-0.0013789436806646,0.0013789436806646,-1.0,0.0006894718403323
