country,gender,age_group,count,proportion,population_proportion,sample_proportion,benchmark_proportion,deviation,abs_deviation,normalized_deviation,tvd_contribution
South Africa,Female,46-55,,,0.0005457360068409,0.0,0.0005457360068409,-0.0005457360068409,0.0005457360068409,-1.0,0.00027286800342045
Spain,Female,36-45,,,0.0005457360068409,0.0,0.0005457360068409,-0.0005457360068409,0.0005457360068409,-1.0,0.00027286800342045
Nigeria,Male,65+,,,0.0005394726518847,0.0,0.0005394726518847,-0.0005394726518847,0.0005394726518847,-1.0,0.00026973632594235
Ghana,Male,18-25,,,0.0005383188759717,0.0,0.0005383188759717,-0.0005383188759717,0.0005383188759717,-1.0,0.00026915943798585
Poland,Male,36-45,,,0.0005379892257108,0.0,0.0005379892257108,-0.0005379892257108,0.0005379892257108,-1.0,0.0002689946128554
Algeria,Female,26-35,,,0.0005370002749283,0.0,0.0005370002749283,-0.0005370002749283,0.0005370002749283,-1.0,0.00026850013746415
Egypt,Female,65+,,,0.0005350223733632,0.0,0.0005350223733632,-0.0005350223733632,0.0005350223733632,-1.0,0.0002675111866816
Myanmar,Male,46-55,,,0.0005350223733632,0.0,0.0005350223733632,-0.0005350223733632,0.0005350223733632,-1.0,0.0002675111866816
Argentina,Male,36-45,,,0.0005335389471893,0.0,0.0005335389471893,-0.0005335389471893,0.0005335389471893,-1.0,0.00026676947359465
Algeria,Male,18-25,,,0.0005307369199721,0.0,0.0005307369199721,-0.0005307369199721,0.0005307369199721,-1.0,0.00026536845998605
Ghana,Female,18-25,,,0.0005302424445808,0.0,0.0005302424445808,-0.0005302424445808,0.0005302424445808,-1.0,0.0002651212222904
Argentina,Female,65+,,,0.0005297479691895,0.0,0.0005297479691895,-0.0005297479691895,0.0005297479691895,-1.0,0.00026487398459475
Colombia,Female,46-55,,,0.0005292534937982,0.0,0.0005292534937982,-0.0005292534937982,0.0005292534937982,-1.0,0.0002646267468991
Kenya,Male,36-45,,,0.0005271107671027,0.0,0.0005271107671027,-0.0005271107671027,0.0005271107671027,-1.0,0.00026355538355135
United Republic of Tanzania,Male,36-45,,,0.0005266162917114,0.0,0.0005266162917114,-0.0005266162917114,0.0005266162917114,-1.0,0.0002633081458557
Madagascar,Male,18-25,,,0.0005256273409289,0.0,0.0005256273409289,-0.0005256273409289,0.0005256273409289,-1.0,0.00026281367046445
Ukraine,Male,36-45,,,0.0005226604885812,0.0,0.0005226604885812,-0.0005226604885812,0.0005226604885812,-1.0,0.0002613302442906
Poland,Female,36-45,,,0.0005220011880595,0.0,0.0005220011880595,-0.0005220011880595,0.0005220011880595,-1.0,0.00026100059402975
Argentina,Female,36-45,,,0.0005213418875378,0.0,0.0005213418875378,-0.0005213418875378,0.0005213418875378,-1.0,0.0002606709437689
Democratic Republic of the Congo,Female,46-55,,,0.0005185398603205,0.0,0.0005185398603205,-0.0005185398603205,0.0005185398603205,-1.0,0.00025926993016025
Madagascar,Female,18-25,,,0.0005177157346684,0.0,0.0005177157346684,-0.0005177157346684,0.0005177157346684,-1.0,0.0002588578673342
Yemen,Male,26-35,,,0.000517550909538,0.0,0.000517550909538,-0.000517550909538,0.000517550909538,-1.0,0.000258775454769
Ukraine,Female,36-45,,,0.0005154081828424,0.0,0.0005154081828424,-0.0005154081828424,0.0005154081828424,-1.0,0.0002577040914212
Italy,Female,26-35,,,0.0005154081828424,0.0,0.0005154081828424,-0.0005154081828424,0.0005154081828424,-1.0,0.0002577040914212
Malaysia,Male,18-25,,,0.0005144192320599,0.0,0.0005144192320599,-0.0005144192320599,0.0005144192320599,-1.0,0.00025720961602995
Afghanistan,Male,26-35,,,0.0005119468551035,0.0,0.0005119468551035,-0.0005119468551035,0.0005119468551035,-1.0,0.00025597342755175
Kenya,Female,36-45,,,0.0005114523797122,0.0,0.0005114523797122,-0.0005114523797122,0.0005114523797122,-1.0,0.0002557261898561
Morocco,Male,18-25,,,0.0005107930791905,0.0,0.0005107930791905,-0.0005107930791905,0.0005107930791905,-1.0,0.00025539653959525
Algeria,Female,18-25,,,0.0005099689535384,0.0,0.0005099689535384,-0.0005099689535384,0.0005099689535384,-1.0,0.0002549844767692
Côte d'Ivoire,Male,18-25,,,0.0005070021011907,0.0,0.0005070021011907,-0.0005070021011907,0.0005070021011907,-1.0,0.00025350105059535
Yemen,Female,26-35,,,0.000506342800669,0.0,0.000506342800669,-0.000506342800669,0.000506342800669,-1.0,0.0002531714003345
Malaysia,Male,36-45,,,0.0005056835001473,0.0,0.0005056835001473,-0.0005056835001473,0.0005056835001473,-1.0,0.00025284175007365
Uzbekistan,Male,26-35,,,0.0005053538498865,0.0,0.0005053538498865,-0.0005053538498865,0.0005053538498865,-1.0,0.00025267692494325
Italy,Male,18-25,,,0.0005038704237126,0.0,0.0005038704237126,-0.0005038704237126,0.0005038704237126,-1.0,0.0002519352118563
South Africa,Male,46-55,,,0.0005033759483213,0.0,0.0005033759483213,-0.0005033759483213,0.0005033759483213,-1.0,0.00025168797416065
Poland,Male,65+,,,0.0005028814729301,0.0,0.0005028814729301,-0.0005028814729301,0.0005028814729301,-1.0,0.00025144073646505
Afghanistan,Female,26-35,,,0.0005027166477996,0.0,0.0005027166477996,-0.0005027166477996,0.0005027166477996,-1.0,0.0002513583238998
Colombia,Male,46-55,,,0.0005013980467562,0.0,0.0005013980467562,-0.0005013980467562,0.0005013980467562,-1.0,0.0002506990233781
Nepal,Female,18-25,,,0.0004971125933651,0.0,0.0004971125933651,-0.0004971125933651,0.0004971125933651,-1.0,0.00024855629668255
Democratic Republic of the Congo,Male,46-55,,,0.0004926623148436,0.0,0.0004926623148436,-0.0004926623148436,0.0004926623148436,-1.0,0.0002463311574218
Ethiopia,Female,56-65,,,0.0004883768614526,0.0,0.0004883768614526,-0.0004883768614526,0.0004883768614526,-1.0,0.0002441884307263
Morocco,Male,26-35,,,0.0004877175609309,0.0,0.0004877175609309,-0.0004877175609309,0.0004877175609309,-1.0,0.00024385878046545
Ukraine,Female,56-65,,,0.0004870582604092,0.0,0.0004870582604092,-0.0004870582604092,0.0004870582604092,-1.0,0.0002435291302046
Morocco,Female,18-25,,,0.0004865637850179,0.0,0.0004865637850179,-0.0004865637850179,0.0004865637850179,-1.0,0.00024328189250895
Nepal,Male,18-25,,,0.0004821135064964,0.0,0.0004821135064964,-0.0004821135064964,0.0004821135064964,-1.0,0.0002410567532482
Uzbekistan,Female,26-35,,,0.0004819486813659,0.0,0.0004819486813659,-0.0004819486813659,0.0004819486813659,-1.0,0.00024097434068295
Canada,Male,26-35,,,0.0004723888238012,0.0,0.0004723888238012,-0.0004723888238012,0.0004723888238012,-1.0,0.0002361944119006
Côte d'Ivoire,Female,18-25,,,0.0004713998730187,0.0,0.0004713998730187,-0.0004713998730187,0.0004713998730187,-1.0,0.00023569993650935
Peru,Male,18-25,,,0.0004705757473665,0.0,0.0004705757473665,-0.0004705757473665,0.0004705757473665,-1.0,0.00023528787368325
Malaysia,Female,26-35,,,0.0004704109222361,0.0,0.0004704109222361,-0.0004704109222361,0.0004704109222361,-1.0,0.00023520546111805
Italy,Female,18-25,,,0.0004699164468448,0.0,0.0004699164468448,-0.0004699164468448,0.0004699164468448,-1.0,0.0002349582234224
Morocco,Female,26-35,,,0.0004669495944972,0.0,0.0004669495944972,-0.0004669495944972,0.0004669495944972,-1.0,0.0002334747972486
Syrian Arab Republic,Male,18-25,,,0.0004643123924103,0.0,0.0004643123924103,-0.0004643123924103,0.0004643123924103,-1.0,0.00023215619620515
Malaysia,Female,18-25,,,0.0004638179170191,0.0,0.0004638179170191,-0.0004638179170191,0.0004638179170191,-1.0,0.00023190895850955
Peru,Female,18-25,,,0.0004633234416278,0.0,0.0004633234416278,-0.0004633234416278,0.0004633234416278,-1.0,0.0002316617208139
Cameroon,Male,18-25,,,0.0004621696657148,0.0,0.0004621696657148,-0.0004621696657148,0.0004621696657148,-1.0,0.0002310848328574
Cameroon,Female,18-25,,,0.0004613455400627,0.0,0.0004613455400627,-0.0004613455400627,0.0004613455400627,-1.0,0.00023067277003135
Ukraine,Female,46-55,,,0.0004592028133671,0.0,0.0004592028133671,-0.0004592028133671,0.0004592028133671,-1.0,0.00022960140668355
Peru,Female,26-35,,,0.0004590379882367,0.0,0.0004590379882367,-0.0004590379882367,0.0004590379882367,-1.0,0.00022951899411835
Colombia,Female,56-65,,,0.0004590379882367,0.0,0.0004590379882367,-0.0004590379882367,0.0004590379882367,-1.0,0.00022951899411835
Republic of Korea,Male,18-25,,,0.0004527746332805,0.0,0.0004527746332805,-0.0004527746332805,0.0004527746332805,-1.0,0.00022638731664025
Colombia,Female,65+,,,0.000450631906585,0.0,0.000450631906585,-0.000450631906585,0.000450631906585,-1.0,0.0002253159532925
Syrian Arab Republic,Female,18-25,,,0.0004501374311937,0.0,0.0004501374311937,-0.0004501374311937,0.0004501374311937,-1.0,0.00022506871559685
Morocco,Male,36-45,,,0.000449478130672,0.0,0.000449478130672,-0.000449478130672,0.000449478130672,-1.0,0.000224739065336
Niger,Male,18-25,,,0.0004475002291069,0.0,0.0004475002291069,-0.0004475002291069,0.0004475002291069,-1.0,0.00022375011455345
Algeria,Male,46-55,,,0.0004465112783243,0.0,0.0004465112783243,-0.0004465112783243,0.0004465112783243,-1.0,0.00022325563916215
Poland,Male,46-55,,,0.0004458519778026,0.0,0.0004458519778026,-0.0004458519778026,0.0004458519778026,-1.0,0.0002229259889013
Canada,Male,36-45,,,0.0004451926772809,0.0,0.0004451926772809,-0.0004451926772809,0.0004451926772809,-1.0,0.00022259633864045
Canada,Female,26-35,,,0.0004445333767592,0.0,0.0004445333767592,-0.0004445333767592,0.0004445333767592,-1.0,0.0002222666883796
Peru,Male,26-35,,,0.0004445333767592,0.0,0.0004445333767592,-0.0004445333767592,0.0004445333767592,-1.0,0.0002222666883796
Poland,Female,46-55,,,0.0004438740762375,0.0,0.0004438740762375,-0.0004438740762375,0.0004438740762375,-1.0,0.00022193703811875
Morocco,Female,36-45,,,0.0004438740762375,0.0,0.0004438740762375,-0.0004438740762375,0.0004438740762375,-1.0,0.00022193703811875
Argentina,Female,46-55,,,0.0004437092511071,0.0,0.0004437092511071,-0.0004437092511071,0.0004437092511071,-1.0,0.00022185462555355
Canada,Female,36-45,,,0.0004428851254549,0.0,0.0004428851254549,-0.0004428851254549,0.0004428851254549,-1.0,0.00022144256272745
Argentina,Male,46-55,,,0.0004423906500637,0.0,0.0004423906500637,-0.0004423906500637,0.0004423906500637,-1.0,0.00022119532503185
Nepal,Female,26-35,,,0.0004423906500637,0.0,0.0004423906500637,-0.0004423906500637,0.0004423906500637,-1.0,0.00022119532503185
Saudi Arabia,Male,18-25,,,0.0004392589725856,0.0,0.0004392589725856,-0.0004392589725856,0.0004392589725856,-1.0,0.0002196294862928
Spain,Male,26-35,,,0.0004390941474551,0.0,0.0004390941474551,-0.0004390941474551,0.0004390941474551,-1.0,0.00021954707372755
Canada,Female,56-65,,,0.0004374458961509,0.0,0.0004374458961509,-0.0004374458961509,0.0004374458961509,-1.0,0.00021872294807545
Uzbekistan,Male,18-25,,,0.0004367865956292,0.0,0.0004367865956292,-0.0004367865956292,0.0004367865956292,-1.0,0.0002183932978146
Ethiopia,Male,56-65,,,0.0004323363171077,0.0,0.0004323363171077,-0.0004323363171077,0.0004323363171077,-1.0,0.00021616815855385
South Africa,Female,56-65,,,0.000431677016586,0.0,0.000431677016586,-0.000431677016586,0.000431677016586,-1.0,0.000215838508293
Malaysia,Female,36-45,,,0.0004313473663251,0.0,0.0004313473663251,-0.0004313473663251,0.0004313473663251,-1.0,0.00021567368316255
Niger,Female,18-25,,,0.0004311825411947,0.0,0.0004311825411947,-0.0004311825411947,0.0004311825411947,-1.0,0.00021559127059735
Canada,Male,56-65,,,0.0004273915631949,0.0,0.0004273915631949,-0.0004273915631949,0.0004273915631949,-1.0,0.00021369578159745
Spain,Female,26-35,,,0.0004272267380645,0.0,0.0004272267380645,-0.0004272267380645,0.0004272267380645,-1.0,0.00021361336903225
Uzbekistan,Male,36-45,,,0.000427061912934,0.0,0.000427061912934,-0.000427061912934,0.000427061912934,-1.0,0.000213530956467
Saudi Arabia,Female,26-35,,,0.0004265674375428,0.0,0.0004265674375428,-0.0004265674375428,0.0004265674375428,-1.0,0.0002132837187714
Sudan,Female,36-45,,,0.0004264026124123,0.0,0.0004264026124123,-0.0004264026124123,0.0004264026124123,-1.0,0.00021320130620615
Algeria,Female,46-55,,,0.0004255784867602,0.0,0.0004255784867602,-0.0004255784867602,0.0004255784867602,-1.0,0.0002127892433801
Ghana,Male,26-35,,,0.0004224468092821,0.0,0.0004224468092821,-0.0004224468092821,0.0004224468092821,-1.0,0.00021122340464105
Myanmar,Female,56-65,,,0.0004212930333691,0.0,0.0004212930333691,-0.0004212930333691,0.0004212930333691,-1.0,0.00021064651668455
Poland,Male,26-35,,,0.0004209633831083,0.0,0.0004209633831083,-0.0004209633831083,0.0004209633831083,-1.0,0.00021048169155415
Spain,Male,18-25,,,0.0004207985579778,0.0,0.0004207985579778,-0.0004207985579778,0.0004207985579778,-1.0,0.0002103992789889
Ghana,Female,26-35,,,0.0004194799569344,0.0,0.0004194799569344,-0.0004194799569344,0.0004194799569344,-1.0,0.0002097399784672
Colombia,Male,56-65,,,0.0004191503066736,0.0,0.0004191503066736,-0.0004191503066736,0.0004191503066736,-1.0,0.0002095751533368
Venezuela (Bolivarian Republic of),Male,18-25,,,0.0004191503066736,0.0,0.0004191503066736,-0.0004191503066736,0.0004191503066736,-1.0,0.0002095751533368
Republic of Korea,Female,18-25,,,0.0004183261810215,0.0,0.0004183261810215,-0.0004183261810215,0.0004183261810215,-1.0,0.00020916309051075
Iraq,Female,36-45,,,0.0004176668804998,0.0,0.0004176668804998,-0.0004176668804998,0.0004176668804998,-1.0,0.0002088334402499
South Africa,Female,65+,,,0.0004173372302389,0.0,0.0004173372302389,-0.0004173372302389,0.0004173372302389,-1.0,0.00020866861511945
Iraq,Male,36-45,,,0.0004156889789346,0.0,0.0004156889789346,-0.0004156889789346,0.0004156889789346,-1.0,0.0002078444894673
Uzbekistan,Female,18-25,,,0.0004150296784129,0.0,0.0004150296784129,-0.0004150296784129,0.0004150296784129,-1.0,0.00020751483920645
Angola,Female,26-35,,,0.000412722126587,0.0,0.000412722126587,-0.000412722126587,0.000412722126587,-1.0,0.0002063610632935
Philippines,Male,65+,,,0.0004122276511957,0.0,0.0004122276511957,-0.0004122276511957,0.0004122276511957,-1.0,0.00020611382559785
Uzbekistan,Female,36-45,,,0.000411568350674,0.0,0.000411568350674,-0.000411568350674,0.000411568350674,-1.0,0.000205784175337
Ukraine,Male,46-55,,,0.0004112387004131,0.0,0.0004112387004131,-0.0004112387004131,0.0004112387004131,-1.0,0.00020561935020655
Ukraine,Male,56-65,,,0.0004062939465003,0.0,0.0004062939465003,-0.0004062939465003,0.0004062939465003,-1.0,0.00020314697325015
Canada,Female,46-55,,,0.0004061291213699,0.0,0.0004061291213699,-0.0004061291213699,0.0004061291213699,-1.0,0.00020306456068495
Australia,Female,65+,,,0.0004043160449352,0.0,0.0004043160449352,-0.0004043160449352,0.0004043160449352,-1.0,0.0002021580224676
Angola,Male,26-35,,,0.0004043160449352,0.0,0.0004043160449352,-0.0004043160449352,0.0004043160449352,-1.0,0.0002021580224676
Mozambique,Female,26-35,,,0.000403821569544,0.0,0.000403821569544,-0.000403821569544,0.000403821569544,-1.0,0.000201910784772
Poland,Female,26-35,,,0.0004031622690223,0.0,0.0004031622690223,-0.0004031622690223,0.0004031622690223,-1.0,0.00020158113451115
Egypt,Male,65+,,,0.0004029974438918,0.0,0.0004029974438918,-0.0004029974438918,0.0004029974438918,-1.0,0.0002014987219459
Mali,Male,18-25,,,0.0004011843674571,0.0,0.0004011843674571,-0.0004011843674571,0.0004011843674571,-1.0,0.00020059218372855
Poland,Female,56-65,,,0.0004001954166746,0.0,0.0004001954166746,-0.0004001954166746,0.0004001954166746,-1.0,0.0002000977083373
Canada,Male,46-55,,,0.0003985471653703,0.0,0.0003985471653703,-0.0003985471653703,0.0003985471653703,-1.0,0.00019927358268515
Ukraine,Male,26-35,,,0.0003985471653703,0.0,0.0003985471653703,-0.0003985471653703,0.0003985471653703,-1.0,0.00019927358268515
Peru,Female,36-45,,,0.0003975582145878,0.0,0.0003975582145878,-0.0003975582145878,0.0003975582145878,-1.0,0.0001987791072939
Spain,Female,18-25,,,0.0003967340889356,0.0,0.0003967340889356,-0.0003967340889356,0.0003967340889356,-1.0,0.0001983670444678
Burkina Faso,Male,18-25,,,0.0003939320617184,0.0,0.0003939320617184,-0.0003939320617184,0.0003939320617184,-1.0,0.0001969660308592
Venezuela (Bolivarian Republic of),Female,18-25,,,0.0003929431109358,0.0,0.0003929431109358,-0.0003929431109358,0.0003929431109358,-1.0,0.0001964715554679
Mali,Female,18-25,,,0.0003906355591099,0.0,0.0003906355591099,-0.0003906355591099,0.0003906355591099,-1.0,0.00019531777955495
Peru,Male,36-45,,,0.000390305908849,0.0,0.000390305908849,-0.000390305908849,0.000390305908849,-1.0,0.0001951529544245
Ukraine,Male,65+,,,0.000390305908849,0.0,0.000390305908849,-0.000390305908849,0.000390305908849,-1.0,0.0001951529544245
Saudi Arabia,Male,46-55,,,0.0003896466083273,0.0,0.0003896466083273,-0.0003896466083273,0.0003896466083273,-1.0,0.00019482330416365
Madagascar,Male,26-35,,,0.0003878335318926,0.0,0.0003878335318926,-0.0003878335318926,0.0003878335318926,-1.0,0.0001939167659463
Canada,Male,18-25,,,0.0003871742313709,0.0,0.0003871742313709,-0.0003871742313709,0.0003871742313709,-1.0,0.00019358711568545
Argentina,Male,65+,,,0.0003860204554579,0.0,0.0003860204554579,-0.0003860204554579,0.0003860204554579,-1.0,0.00019301022772895
Burkina Faso,Female,18-25,,,0.0003851963298058,0.0,0.0003851963298058,-0.0003851963298058,0.0003851963298058,-1.0,0.0001925981649029
Madagascar,Female,26-35,,,0.0003847018544145,0.0,0.0003847018544145,-0.0003847018544145,0.0003847018544145,-1.0,0.00019235092720725
"China, Taiwan Province of China",Female,65+,,,0.0003835480785015,0.0,0.0003835480785015,-0.0003835480785015,0.0003835480785015,-1.0,0.00019177403925075
Mozambique,Male,26-35,,,0.000382559127719,0.0,0.000382559127719,-0.000382559127719,0.000382559127719,-1.0,0.0001912795638595
Ukraine,Female,26-35,,,0.0003822294774581,0.0,0.0003822294774581,-0.0003822294774581,0.0003822294774581,-1.0,0.00019111473872905
Myanmar,Male,56-65,,,0.000381405351806,0.0,0.000381405351806,-0.000381405351806,0.000381405351806,-1.0,0.000190702675903
Malawi,Female,18-25,,,0.0003776143738062,0.0,0.0003776143738062,-0.0003776143738062,0.0003776143738062,-1.0,0.0001888071869031
Sudan,Male,36-45,,,0.0003771198984149,0.0,0.0003771198984149,-0.0003771198984149,0.0003771198984149,-1.0,0.00018855994920745
Romania,Female,65+,,,0.0003753068219802,0.0,0.0003753068219802,-0.0003753068219802,0.0003753068219802,-1.0,0.0001876534109901
Ethiopia,Female,65+,,,0.0003726696198934,0.0,0.0003726696198934,-0.0003726696198934,0.0003726696198934,-1.0,0.0001863348099467
Saudi Arabia,Female,18-25,,,0.0003723399696326,0.0,0.0003723399696326,-0.0003723399696326,0.0003723399696326,-1.0,0.0001861699848163
Poland,Male,56-65,,,0.0003708565434587,0.0,0.0003708565434587,-0.0003708565434587,0.0003708565434587,-1.0,0.00018542827172935
Canada,Female,18-25,,,0.0003706917183283,0.0,0.0003706917183283,-0.0003706917183283,0.0003706917183283,-1.0,0.00018534585916415
Malawi,Male,18-25,,,0.0003706917183283,0.0,0.0003706917183283,-0.0003706917183283,0.0003706917183283,-1.0,0.00018534585916415
Côte d'Ivoire,Female,26-35,,,0.0003703620680675,0.0,0.0003703620680675,-0.0003703620680675,0.0003703620680675,-1.0,0.00018518103403375
Nepal,Male,26-35,,,0.0003669007403285,0.0,0.0003669007403285,-0.0003669007403285,0.0003669007403285,-1.0,0.00018345037016425
Yemen,Male,36-45,,,0.0003664062649372,0.0,0.0003664062649372,-0.0003664062649372,0.0003664062649372,-1.0,0.0001832031324686
Côte d'Ivoire,Male,26-35,,,0.0003626152869374,0.0,0.0003626152869374,-0.0003626152869374,0.0003626152869374,-1.0,0.0001813076434687
Myanmar,Female,65+,,,0.0003626152869374,0.0,0.0003626152869374,-0.0003626152869374,0.0003626152869374,-1.0,0.0001813076434687
United Republic of Tanzania,Female,46-55,,,0.0003608022105027,0.0,0.0003608022105027,-0.0003608022105027,0.0003608022105027,-1.0,0.00018040110525135
Democratic Republic of the Congo,Female,56-65,,,0.0003596484345898,0.0,0.0003596484345898,-0.0003596484345898,0.0003596484345898,-1.0,0.0001798242172949
Colombia,Male,65+,,,0.0003578353581551,0.0,0.0003578353581551,-0.0003578353581551,0.0003578353581551,-1.0,0.00017891767907755
Yemen,Female,36-45,,,0.0003571760576334,0.0,0.0003571760576334,-0.0003571760576334,0.0003571760576334,-1.0,0.0001785880288167
Morocco,Female,46-55,,,0.0003568464073725,0.0,0.0003568464073725,-0.0003568464073725,0.0003568464073725,-1.0,0.00017842320368625
Morocco,Male,46-55,,,0.0003553629811987,0.0,0.0003553629811987,-0.0003553629811987,0.0003553629811987,-1.0,0.00017768149059935
Zambia,Female,18-25,,,0.0003540443801553,0.0,0.0003540443801553,-0.0003540443801553,0.0003540443801553,-1.0,0.00017702219007765
Australia,Male,65+,,,0.000353549904764,0.0,0.000353549904764,-0.000353549904764,0.000353549904764,-1.0,0.000176774952382
Uganda,Female,36-45,,,0.0003525609539814,0.0,0.0003525609539814,-0.0003525609539814,0.0003525609539814,-1.0,0.0001762804769907
Argentina,Female,56-65,,,0.0003520664785902,0.0,0.0003520664785902,-0.0003520664785902,0.0003520664785902,-1.0,0.0001760332392951
United Arab Emirates,Male,26-35,,,0.0003510775278076,0.0,0.0003510775278076,-0.0003510775278076,0.0003510775278076,-1.0,0.0001755387639038
Zambia,Male,18-25,,,0.0003495941016338,0.0,0.0003495941016338,-0.0003495941016338,0.0003495941016338,-1.0,0.0001747970508169
Saudi Arabia,Female,36-45,,,0.0003461327738948,0.0,0.0003461327738948,-0.0003461327738948,0.0003461327738948,-1.0,0.0001730663869474
United Republic of Tanzania,Male,46-55,,,0.0003453086482427,0.0,0.0003453086482427,-0.0003453086482427,0.0003453086482427,-1.0,0.00017265432412135
Cameroon,Female,26-35,,,0.0003438252220688,0.0,0.0003438252220688,-0.0003438252220688,0.0003438252220688,-1.0,0.0001719126110344
Cameroon,Male,26-35,,,0.0003413528451125,0.0,0.0003413528451125,-0.0003413528451125,0.0003413528451125,-1.0,0.00017067642255625
Ghana,Female,36-45,,,0.0003413528451125,0.0,0.0003413528451125,-0.0003413528451125,0.0003413528451125,-1.0,0.00017067642255625
South Africa,Male,56-65,,,0.000341188019982,0.0,0.000341188019982,-0.000341188019982,0.000341188019982,-1.0,0.000170594009991
Uganda,Male,36-45,,,0.0003410231948516,0.0,0.0003410231948516,-0.0003410231948516,0.0003410231948516,-1.0,0.0001705115974258
Ghana,Male,36-45,,,0.0003403638943299,0.0,0.0003403638943299,-0.0003403638943299,0.0003403638943299,-1.0,0.00017018194716495
Nepal,Female,36-45,,,0.0003385508178952,0.0,0.0003385508178952,-0.0003385508178952,0.0003385508178952,-1.0,0.0001692754089476
Malaysia,Male,46-55,,,0.0003352543152867,0.0,0.0003352543152867,-0.0003352543152867,0.0003352543152867,-1.0,0.00016762715764335
Argentina,Male,56-65,,,0.0003350894901563,0.0,0.0003350894901563,-0.0003350894901563,0.0003350894901563,-1.0,0.00016754474507815
Kenya,Male,46-55,,,0.0003339357142433,0.0,0.0003339357142433,-0.0003339357142433,0.0003339357142433,-1.0,0.00016696785712165
Kenya,Female,46-55,,,0.0003296502608522,0.0,0.0003296502608522,-0.0003296502608522,0.0003296502608522,-1.0,0.0001648251304261
Dem. People's Republic of Korea,Male,26-35,,,0.0003293206105913,0.0,0.0003293206105913,-0.0003293206105913,0.0003293206105913,-1.0,0.00016466030529565
Democratic Republic of the Congo,Male,56-65,,,0.0003291557854609,0.0,0.0003291557854609,-0.0003291557854609,0.0003291557854609,-1.0,0.00016457789273045
Poland,Male,18-25,,,0.000322233129983,0.0,0.000322233129983,-0.000322233129983,0.000322233129983,-1.0,0.0001611165649915
Netherlands,Female,65+,,,0.0003217386545917,0.0,0.0003217386545917,-0.0003217386545917,0.0003217386545917,-1.0,0.00016086932729585
Dem. People's Republic of Korea,Female,46-55,,,0.0003214090043309,0.0,0.0003214090043309,-0.0003214090043309,0.0003214090043309,-1.0,0.00016070450216545
"China, Taiwan Province of China",Male,65+,,,0.0003207497038092,0.0,0.0003207497038092,-0.0003207497038092,0.0003207497038092,-1.0,0.0001603748519046
Chad,Male,18-25,,,0.0003205848786788,0.0,0.0003205848786788,-0.0003205848786788,0.0003205848786788,-1.0,0.0001602924393394
Dem. People's Republic of Korea,Male,46-55,,,0.0003205848786788,0.0,0.0003205848786788,-0.0003205848786788,0.0003205848786788,-1.0,0.0001602924393394
Peru,Male,46-55,,,0.0003200904032875,0.0,0.0003200904032875,-0.0003200904032875,0.0003200904032875,-1.0,0.00016004520164375
Dem. People's Republic of Korea,Female,26-35,,,0.0003182773268528,0.0,0.0003182773268528,-0.0003182773268528,0.0003182773268528,-1.0,0.0001591386634264
Peru,Female,46-55,,,0.0003172883760702,0.0,0.0003172883760702,-0.0003172883760702,0.0003172883760702,-1.0,0.0001586441880351
Senegal,Male,18-25,,,0.0003162994252877,0.0,0.0003162994252877,-0.0003162994252877,0.0003162994252877,-1.0,0.00015814971264385
Australia,Male,26-35,,,0.000315640124766,0.0,0.000315640124766,-0.000315640124766,0.000315640124766,-1.0,0.000157820062383
Chad,Female,18-25,,,0.0003139918734617,0.0,0.0003139918734617,-0.0003139918734617,0.0003139918734617,-1.0,0.00015699593673085
Iraq,Female,46-55,,,0.0003138270483313,0.0,0.0003138270483313,-0.0003138270483313,0.0003138270483313,-1.0,0.00015691352416565
Australia,Female,26-35,,,0.0003115194965053,0.0,0.0003115194965053,-0.0003115194965053,0.0003115194965053,-1.0,0.00015575974825265
Guatemala,Male,18-25,,,0.0003102008954619,0.0,0.0003102008954619,-0.0003102008954619,0.0003102008954619,-1.0,0.00015510044773095
Australia,Female,36-45,,,0.0003082229938968,0.0,0.0003082229938968,-0.0003082229938968,0.0003082229938968,-1.0,0.0001541114969484
Venezuela (Bolivarian Republic of),Female,36-45,,,0.0003077285185055,0.0,0.0003077285185055,-0.0003077285185055,0.0003077285185055,-1.0,0.00015386425925275
Poland,Female,18-25,,,0.0003075636933751,0.0,0.0003075636933751,-0.0003075636933751,0.0003075636933751,-1.0,0.00015378184668755
Malaysia,Female,46-55,,,0.0003072340431142,0.0,0.0003072340431142,-0.0003072340431142,0.0003072340431142,-1.0,0.0001536170215571
Afghanistan,Male,36-45,,,0.0003072340431142,0.0,0.0003072340431142,-0.0003072340431142,0.0003072340431142,-1.0,0.0001536170215571
Somalia,Male,18-25,,,0.0003069043928534,0.0,0.0003069043928534,-0.0003069043928534,0.0003069043928534,-1.0,0.0001534521964267
Côte d'Ivoire,Male,36-45,,,0.0003064099174621,0.0,0.0003064099174621,-0.0003064099174621,0.0003064099174621,-1.0,0.00015320495873105
Dem. People's Republic of Korea,Female,65+,,,0.0003054209666796,0.0,0.0003054209666796,-0.0003054209666796,0.0003054209666796,-1.0,0.0001527104833398
Ukraine,Male,18-25,,,0.000304432015897,0.0,0.000304432015897,-0.000304432015897,0.000304432015897,-1.0,0.0001522160079485
Guatemala,Female,18-25,,,0.0003041023656362,0.0,0.0003041023656362,-0.0003041023656362,0.0003041023656362,-1.0,0.0001520511828181
